Name,Year,Conference,points,points_avg,fg_made,fg_attempted,fg_pct,ft_made,ft_attempted,ft_pct,threefg_made,threefg_attempted,threefg_pct,rebounds_total,rebounds_total_avg,rebounds_offensive,rebounds_offensive_avg,rebounds_defensive,rebounds_defensive_avg,assists,assists_avg,assist_turnover_ratio,assist_pct,turnovers,turnovers_avg,turnover_pct,steals,steals_avg,steal_pct,blocks,blocks_avg,block_pct,fouls,fouls_avg,dqs,possessions,possessions_avg,points_possession_avg,floor_pct,efficiency,effective_fg_pct,true_shooting_pct,ft_rate_pct,fg_dist_pct,Seeds,Game Region,Game ID,Unique Game ID,Round 1 game score,R1 Class 1=win
Kentucky,2009 2010,SEC,3012,79.3,1066,2228,47.8,649,971,66.8,231,697,33.1,1584,41.7,548,14.4,1036,27.3,573,15.1,1.05,53.8,547,14.4,20.4,279,7.3,10.4,271,7.1,11.7,641,16.9,13,2686,70.7,1.12,58.2,112.1,53,56,43.6,55.4,1,East,E1,2010E1,100,1
Texas,2009 2010,Big 12,2761,81.2,1005,2157,46.6,556,878,63.3,195,565,34.5,1425,41.9,503,14.8,922,27.1,489,14.4,1.05,48.7,464,13.6,18.4,269,7.9,10.6,194,5.7,9.3,670,19.7,14,2528,74.4,1.09,57.5,109.2,51.1,53.6,40.7,58.7,8,East,E2,2010E2,80,0
Wake Forest,2009 2010,ACC,2257,72.8,811,1869,43.4,501,762,65.7,134,435,30.8,1306,42.1,463,14.9,843,27.2,369,11.9,0.78,45.5,471,15.2,21.1,221,7.1,9.9,163,5.3,8.6,624,20.1,24,2235,72.1,1.01,54.4,101,47,50.6,40.8,60,9,East,E2,2010E2,81,1
Temple,2009 2010,A-10,2273,64.9,851,1942,43.8,367,533,68.9,204,605,33.7,1281,36.6,382,10.9,899,25.7,516,14.7,1.41,60.6,367,10.5,16.8,163,4.7,7.5,104,3,5.5,521,14.9,2,2184,62.4,1.04,53.4,104.1,49.1,51.8,27.4,56.9,5,East,E3,2010E3,65,0
Cornell,2009 2010,Ivy League,2545,74.9,913,1894,48.2,393,538,73,326,760,42.9,1145,33.7,349,10.3,796,23.4,543,16,1.31,59.5,414,12.2,18.7,243,7.1,11,125,3.7,7,598,17.6,10,2217,65.2,1.15,54.7,114.8,56.8,59.2,28.4,46.1,12,East,E3,2010E3,78,1
Wofford,2009 2010,SoCon,2408,68.8,825,1873,44,555,830,66.9,203,580,35,1243,35.5,402,11.5,841,24,469,13.4,1.13,56.8,416,11.9,18.2,242,6.9,10.6,74,2.1,4,621,17.7,6,2285,65.3,1.05,53.6,105.4,49.5,53.1,44.3,51.7,13,East,E4,2010E4,49,0
Wisconsin,2009 2010,Big Ten,2214,67.1,776,1750,44.3,416,568,73.2,246,690,35.7,1056,32,320,9.7,736,22.3,412,12.5,1.43,53.1,289,8.8,14.5,187,5.7,9.4,113,3.4,7.1,537,16.3,6,1989,60.3,1.11,53.8,111.3,51.4,54.8,32.5,47.9,4,East,E4,2010E4,53,1
Montana,2009 2010,Big Sky,2228,69.6,791,1636,48.3,436,603,72.3,210,526,39.9,1048,32.8,283,8.8,765,23.9,396,12.4,1.02,50.1,390,12.2,19.2,206,6.4,10.2,106,3.3,6.4,571,17.8,13,2029,63.4,1.1,53,109.8,54.8,57.9,36.9,52.2,14,East,E5,2010E5,57,0
New Mexico,2009 2010,Mountain West,2655,75.9,887,2023,43.8,608,907,67,273,739,36.9,1347,38.5,459,13.1,888,25.4,497,14.2,1.28,56,387,11.1,16.2,231,6.6,9.7,120,3.4,6.2,615,17.6,4,2383,68.1,1.11,55.9,111.4,50.6,54.1,44.8,46.3,3,East,E5,2010E5,62,1
Marquette,2009 2010,Big East,2485,73.1,861,1890,45.6,489,660,74.1,274,664,41.3,1071,31.5,343,10.1,728,21.4,516,15.2,1.46,59.9,353,10.4,15.9,269,7.9,12.1,72,2.1,3.9,580,17.1,11,2220,65.3,1.12,53.7,111.9,52.8,56.4,34.9,47.2,6,East,E6,2010E6,78,0
Washington,2009 2010,Pac 12,2851,79.2,1004,2212,45.4,652,905,72,191,568,33.6,1364,37.9,476,13.2,888,24.7,515,14.3,1.12,51.3,460,12.8,17.5,264,7.3,10,151,4.2,7.4,766,21.3,9,2628,73,1.08,55.4,108.5,49.7,54,40.9,57,11,East,E6,2010E6,80,1
Clemson,2009 2010,ACC,2350,73.4,851,1878,45.3,432,654,66.1,216,631,34.2,1178,36.8,420,13.1,758,23.7,453,14.2,0.94,53.2,480,15,21.4,301,9.4,13.4,151,4.7,8.5,564,17.6,12,2242,70.1,1.05,53.9,104.8,51.1,53.7,34.8,54,7,East,E7,2010E7,78,0
Missouri,2009 2010,Big 12,2627,77.3,926,2104,44,517,714,72.4,258,701,36.8,1201,35.3,441,13,760,22.4,523,15.4,1.21,56.5,432,12.7,17.8,371,10.9,15.3,160,4.7,8.5,656,19.3,8,2432,71.5,1.08,53.9,108,50.1,53.8,33.9,50.9,10,East,E7,2010E7,86,1
Morgan State,2009 2010,MEAC,2813,76,960,2239,42.9,689,983,70.1,204,616,33.1,1488,40.2,567,15.3,921,24.9,461,12.5,0.92,48,499,13.5,19,243,6.6,9.3,152,4.1,7.1,782,21.1,23,2624,70.9,1.07,55.8,107.2,47.4,52,43.9,53.8,15,East,E8,2010E8,50,0
West Virginia,2009 2010,Big East,2752,72.4,942,2189,43,611,868,70.4,257,762,33.7,1466,38.6,585,15.4,881,23.2,589,15.5,1.31,62.5,451,11.9,18.3,213,5.6,8.6,155,4.1,7.7,686,18.1,15,2469,65,1.11,57.8,111.5,48.9,52.9,39.7,49.8,2,East,E8,2010E8,77,1
Lehigh,2009 2010,Patriot,2478,75.1,842,1853,45.4,574,799,71.8,220,551,39.9,1201,36.4,339,10.3,862,26.1,495,15,1.15,58.8,429,13,18.4,203,6.2,8.7,85,2.6,4.4,589,17.8,10,2326,70.5,1.07,51.8,106.5,51.4,55.5,43.1,50.2,16,Midwest,MW1,2010MW1,74,0
Kansas,2009 2010,Big 12,2937,81.6,1033,2111,48.9,609,871,69.9,262,648,40.4,1457,40.5,468,13,989,27.5,609,16.9,1.3,59,470,13.1,18.7,301,8.4,12,232,6.4,10.8,658,18.3,9,2514,69.8,1.17,58.2,116.8,55.1,58.2,41.3,52.5,1,Midwest,MW1,2010MW1,90,1
UNLV,2009 2010,Mountain West,2485,73.1,899,1950,46.1,456,637,71.6,231,695,33.2,1149,33.8,337,9.9,812,23.9,551,16.2,1.39,61.3,395,11.6,17.1,266,7.8,11.5,117,3.4,6.7,691,20.3,11,2307,67.9,1.08,52.7,107.7,52,55.2,32.7,53.8,8,Midwest,MW2,2010MW2,66,0
Northern Iowa,2009 2010,Missouri Valley,2216,63.3,747,1741,42.9,489,645,75.8,233,659,35.4,1129,32.3,333,9.5,796,22.7,367,10.5,0.99,49.1,372,10.6,17.9,198,5.7,9.5,70,2,4.1,556,15.9,5,2079,59.4,1.07,51.1,106.6,49.6,54.1,37,46.4,9,Midwest,MW2,2010MW2,69,1
New Mexico State,2009 2010,WAC,2662,78.3,919,1997,46,537,767,70,287,774,37.1,1212,35.6,358,10.5,854,25.1,484,14.2,1.11,52.7,437,12.9,17.8,203,6,8.3,111,3.3,5.2,595,17.5,9,2450,72.1,1.09,52.5,108.7,53.2,56.4,38.4,47.5,12,Midwest,MW3,2010MW3,67,0
Michigan State,2009 2010,Big Ten,2658,71.8,974,2068,47.1,523,764,68.5,187,544,34.4,1426,38.5,487,13.2,939,25.4,606,16.4,1.18,62.2,514,13.9,21,241,6.5,9.9,123,3.3,6,666,18,12,2446,66.1,1.09,56.6,108.7,51.6,54.7,36.9,59.2,5,Midwest,MW3,2010MW3,70,1
Houston,2009 2010,C-USA,2751,78.6,958,2282,42,545,768,71,290,814,35.6,1185,33.9,441,12.6,744,21.3,435,12.4,1.38,45.4,315,9,12.5,329,9.4,13.1,103,2.9,5.1,652,18.6,11,2515,71.9,1.09,53.9,109.4,48.3,52,33.7,48.6,13,Midwest,MW4,2010MW4,77,0
Maryland,2009 2010,ACC,2629,79.7,966,2052,47.1,502,689,72.9,195,510,38.2,1270,38.5,421,12.8,849,25.7,545,16.5,1.42,56.4,383,11.6,16.3,256,7.8,10.9,154,4.7,7.5,554,16.8,5,2344,71,1.12,57,112.2,51.8,55.2,33.6,58.7,4,Midwest,MW4,2010MW4,89,1
Georgetown,2009 2010,Big East,2500,73.5,905,1815,49.9,478,672,71.1,212,548,38.7,1133,33.3,334,9.8,799,23.5,524,15.4,1.11,57.9,473,13.9,20.9,237,7,10.5,161,4.7,8.5,579,17,14,2264,66.6,1.1,54.2,110.4,55.7,58.6,37,55.4,3,Midwest,MW5,2010MW5,83,0
Ohio,2009 2010,MAC,2763,74.7,925,2153,43,635,883,71.9,278,759,36.6,1371,37.1,443,12,928,25.1,524,14.2,1.11,56.6,473,12.8,18.1,278,7.5,10.7,97,2.6,4.5,696,18.8,20,2610,70.5,1.06,52.1,105.9,49.4,53.7,41,46.8,14,Midwest,MW5,2010MW5,97,1
San Diego State,2009 2010,Mountain West,2389,70.3,875,1846,47.4,460,741,62.1,179,564,31.7,1257,37,444,13.1,813,23.9,458,13.5,1.01,52.3,453,13.3,20.6,251,7.4,11.4,156,4.6,8.5,552,16.2,8,2196,64.6,1.09,57.4,108.8,52.2,54.3,40.1,58.3,11,Midwest,MW6,2010MW6,59,0
Tennessee,2009 2010,SEC,2720,73.5,991,2174,45.6,520,775,67.1,218,681,32,1353,36.6,441,11.9,912,24.6,528,14.3,1.08,53.3,490,13.2,18.9,290,7.8,11.2,135,3.6,6.6,733,19.8,8,2589,70,1.05,53.8,105.1,50.6,53.5,35.6,56.8,6,Midwest,MW6,2010MW6,62,1
Oklahoma State,2009 2010,Big 12,2437,73.8,839,1861,45.1,485,679,71.4,274,785,34.9,1170,35.5,327,9.9,843,25.5,413,12.5,0.99,49.2,418,12.7,18.4,214,6.5,9.4,84,2.5,4.6,664,20.1,14,2273,68.9,1.07,51.2,107.2,52.4,55.8,36.5,46.4,7,Midwest,MW7,2010MW7,59,0
Georgia Tech,2009 2010,ACC,2621,72.8,948,2064,45.9,512,779,65.7,213,587,36.3,1424,39.6,475,13.2,949,26.4,508,14.1,0.86,53.6,591,16.4,23.2,288,8,11.3,190,5.3,8.9,670,18.6,10,2546,70.7,1.03,53.6,102.9,51.1,53.8,37.7,56.1,10,Midwest,MW7,2010MW7,64,1
UC-Santa Barbara,2009 2010,Big West,2028,67.6,674,1522,44.3,475,698,68.1,205,544,37.7,984,32.8,268,8.9,716,23.9,414,13.8,0.9,61.4,460,15.3,22.5,202,6.7,9.9,92,3.1,5.7,572,19.1,9,2040,68,0.99,47.5,99.4,51,54.7,45.9,46.3,15,Midwest,MW8,2010MW8,51,0
Ohio State,2009 2010,Big Ten,2740,74.1,983,1999,49.2,498,716,69.6,276,708,39,1234,33.4,337,9.1,897,24.2,545,14.7,1.29,55.4,423,11.4,17.5,262,7.1,10.8,157,4.2,7.8,565,15.3,8,2424,65.5,1.13,54.5,113,56.1,58.6,35.8,51.6,2,Midwest,MW8,2010MW8,68,1
Arkansas-Pine Bluff,2009 2010,SWAC,2166,63.7,725,1778,40.8,575,861,66.8,141,466,30.3,1286,37.8,422,12.4,864,25.4,421,12.4,0.74,58.1,567,16.7,24.4,229,6.7,9.9,121,3.6,7,764,22.5,23,2324,68.4,0.93,48.9,93.2,44.7,49.5,48.4,53.9,16,South,S1,2010S1,44,0
Duke,2009 2010,ACC,3079,77,1048,2372,44.2,682,899,75.9,301,782,38.5,1556,38.9,578,14.4,978,24.4,555,13.9,1.27,53,437,10.9,16.4,264,6.6,9.9,163,4.1,7.4,721,18,18,2658,66.5,1.16,57.9,115.8,50.5,55,37.9,48.5,1,South,S1,2010S1,73,1
Louisville,2009 2010,Big East,2505,75.9,876,1960,44.7,491,700,70.1,262,777,33.7,1220,37,478,14.5,739,22.4,511,15.5,1.13,58.3,453,13.7,20,258,7.8,11.4,135,4.1,7.4,663,20.1,8,2265,68.6,1.11,56.1,110.6,51.4,54.6,35.7,49,9,South,S2,2010S2,62,0
California,2009 2010,Pac 12,2703,77.2,966,2028,47.6,543,717,75.7,228,609,37.4,1241,35.5,395,11.3,846,24.2,500,14.3,1.19,51.8,421,12,17.7,198,5.7,8.3,86,2.5,4.3,594,17,9,2384,68.1,1.13,55.6,113.4,53.3,57.1,35.4,54.6,8,South,S2,2010S2,77,1
Utah State,2009 2010,WAC,2559,73.1,941,1928,48.8,435,574,75.8,242,585,41.4,1238,35.4,362,10.3,876,25,585,16.7,1.63,62.2,358,10.2,16.3,162,4.6,7.4,123,3.5,6.6,562,16.1,14,2195,62.7,1.17,57,116.6,55.1,58.1,29.8,54.6,12,South,S3,2010S3,53,0
Texas A&M,2009 2010,Big 12,2426,71.4,813,1846,44,590,892,66.1,210,626,33.5,1252,36.8,400,11.8,852,25.1,417,12.3,1,51.3,417,12.3,18.3,223,6.6,9.8,113,3.3,6.1,619,18.2,8,2284,67.2,1.06,53.6,106.2,49.7,53.4,48.3,49.7,5,South,S3,2010S3,69,1
Siena,2009 2010,MAAC,2554,75.1,930,2048,45.4,534,793,67.3,160,498,32.1,1310,38.5,442,13,868,25.5,486,14.3,1.16,52.3,418,12.3,17.5,297,8.7,12.4,119,3.5,5.9,471,13.9,5,2395,70.4,1.07,55.6,106.6,49.3,52.7,38.7,60.3,13,South,S4,2010S4,64,0
Purdue,2009 2010,Big Ten,2467,70.5,867,1957,44.3,546,755,72.3,187,588,31.8,1170,33.4,351,10,819,23.4,493,14.1,1.29,56.9,381,10.9,16.3,248,7.1,10.6,162,4.6,8.8,651,18.6,9,2342,66.9,1.05,52.1,105.3,49.1,53.3,38.6,55.1,4,South,S4,2010S4,72,1
Sam Houston State,2009 2010,Southland,2616,79.3,909,1963,46.3,511,727,70.3,287,775,37,1247,37.8,410,12.4,837,25.4,671,20.3,1.52,73.8,442,13.4,18.8,257,7.8,11,85,2.6,4.6,661,20,18,2346,71.1,1.12,54.8,111.5,53.6,56.7,37,47.6,14,South,S5,2010S5,59,0
Baylor,2009 2010,Big 12,2771,77,993,2040,48.7,530,731,72.5,255,662,38.5,1407,39.1,443,12.3,964,26.8,509,14.1,1.04,51.3,491,13.6,20.2,237,6.6,9.7,242,6.7,11.3,639,17.8,15,2435,67.6,1.14,56.7,113.8,54.9,58,35.8,53.3,3,South,S5,2010S5,68,1
Notre Dame,2009 2010,Big East,2635,75.3,918,1953,47,538,744,72.3,261,673,38.8,1250,35.7,402,11.5,848,24.2,585,16.7,1.62,63.7,362,10.3,16,194,5.5,8.6,104,3,5.2,530,15.1,12,2264,64.7,1.16,57,116.4,53.7,57.1,38.1,49.9,6,South,S6,2010S6,50,0
Old Dominion,2009 2010,CAA,2415,67.1,922,2061,44.7,405,625,64.8,166,523,31.7,1394,38.7,540,15,854,23.7,554,15.4,1.21,60.1,457,12.7,20.1,282,7.8,12.4,105,2.9,5.6,560,15.6,6,2272,63.1,1.06,58.1,106.3,48.8,51.2,30.3,62.6,11,South,S6,2010S6,51,1
Richmond,2009 2010,A-10,2427,69.3,868,1943,44.7,441,630,70,250,704,35.5,1139,32.5,310,8.9,829,23.7,442,12.6,1.13,50.9,392,11.2,16.9,289,8.3,12.4,158,4.5,8.2,634,18.1,16,2324,66.4,1.04,50.4,104.4,51.1,54.1,32.4,50.9,7,South,S7,2010S7,71,0
Saint Mary's,2009 2010,West Coast,2668,78.5,944,1950,48.4,496,652,76.1,284,699,40.6,1244,36.6,370,10.9,874,25.7,543,16,1.38,57.5,394,11.6,17.2,168,4.9,7.3,176,5.2,8.7,560,16.5,13,2286,67.2,1.17,56.1,116.7,55.7,59,33.4,49.5,10,South,S7,2010S7,80,1
Robert Morris,2009 2010,NEC,2399,68.5,815,1868,43.6,572,859,66.6,197,546,36.1,1227,35.1,412,11.8,815,23.3,433,12.4,0.83,53.1,520,14.9,21.9,267,7.6,11.3,80,2.3,4.4,757,21.6,25,2373,67.8,1.01,51.4,101.1,48.9,52.7,46,51.5,15,South,S8,2010S8,70,0
Villanova,2009 2010,Big East,2700,81.8,899,1962,45.8,650,861,75.5,252,676,37.3,1271,38.5,441,13.4,830,25.2,448,13.6,0.99,49.8,451,13.7,18.9,259,7.8,10.8,133,4,7.2,731,22.2,25,2391,72.5,1.13,55.5,112.9,52.2,56.9,43.9,47.9,2,South,S8,2010S8,73,1
Vermont,2009 2010,America East,2457,70.2,826,1884,43.8,639,932,68.6,166,524,31.7,1291,36.9,433,12.4,858,24.5,423,12.1,0.87,51.2,487,13.9,20.5,239,6.8,10.1,141,4,7.1,635,18.1,18,2372,67.8,1.04,53.1,103.6,48.2,52.8,49.5,53.7,16,West,W1,2010W1,56,0
Syracuse,2009 2010,Big East,2832,80.9,1042,2021,51.6,504,745,67.7,244,624,39.1,1337,38.2,417,11.9,920,26.3,673,19.2,1.27,64.6,532,15.2,21.4,336,9.6,13.5,221,6.3,10.3,515,14.7,9,2484,71,1.14,57.1,114,57.6,59.6,36.9,56.4,1,West,W1,2010W1,79,1
Florida State,2009 2010,ACC,2183,68.2,783,1733,45.2,431,669,64.4,186,556,33.5,1211,37.8,406,12.7,805,25.2,446,13.9,0.84,57,528,16.5,24.3,267,8.3,12.3,200,6.2,11.4,575,18,8,2171,67.8,1.01,52.6,100.6,50.5,53.2,38.6,54.7,9,West,W2,2010W2,60,0
Gonzaga,2009 2010,West Coast,2614,76.9,912,1856,49.1,608,916,66.4,182,517,35.2,1286,37.8,358,10.5,928,27.3,456,13.4,1.03,50,444,13.1,18.6,227,6.7,9.5,142,4.2,7.1,614,18.1,11,2384,70.1,1.1,55.2,109.6,54,57,49.4,55.9,8,West,W2,2010W2,67,1
Texas-El Paso,2009 2010,C-USA,2484,75.3,891,1879,47.4,501,744,67.3,201,586,34.3,1193,36.2,323,9.8,870,26.4,488,14.8,1.12,54.8,435,13.2,18.7,288,8.7,12.4,120,3.6,6.7,643,19.5,16,2330,70.6,1.07,52.5,106.6,52.8,55.6,39.6,55.6,12,West,W3,2010W3,59,0
Butler,2009 2010,Horizon,2611,68.7,845,1911,44.2,661,896,73.8,260,761,34.2,1241,32.7,353,9.3,888,23.4,465,12.2,1.02,55,455,12,18.6,267,7,10.9,86,2.3,4.4,685,18,16,2443,64.3,1.07,50.6,106.9,51,55.9,46.9,44.8,5,West,W3,2010W3,77,1
Vanderbilt,2009 2010,SEC,2537,76.9,859,1829,47,616,853,72.2,203,552,36.8,1197,36.3,361,10.9,836,25.3,436,13.2,0.97,50.8,448,13.6,19.4,188,5.7,8.1,171,5.2,8.6,632,19.2,13,2314,70.1,1.1,53.6,109.6,52.5,56.8,46.6,51.7,4,West,W4,2010W4,65,0
Murray State,2009 2010,Ohio Valley,2753,76.5,978,1961,49.9,571,821,69.5,226,599,37.7,1319,36.6,439,12.2,880,24.4,556,15.4,1.06,56.9,527,14.6,21.5,347,9.6,14.2,196,5.4,10,618,17.2,6,2449,68,1.12,57,112.4,55.6,58.6,41.9,54.6,13,West,W4,2010W4,66,1
Oakland,2009 2010,Summit League,2676,76.5,920,2053,44.8,630,876,71.9,206,640,32.2,1344,38.4,477,13.6,867,24.8,461,13.2,0.95,50.1,485,13.9,19.7,236,6.7,9.6,167,4.8,8.1,632,18.1,7,2468,70.5,1.08,55,108.4,49.8,54.2,42.7,53.4,14,West,W5,2010W5,66,0
Pittsburgh,2009 2010,Big East,2336,68.7,809,1812,44.6,537,775,69.3,181,528,34.3,1271,37.4,419,12.3,852,25.1,536,15.8,1.27,66.3,421,12.4,19.4,177,5.2,8.1,139,4.1,7.4,594,17.5,8,2174,63.9,1.07,55,107.5,49.6,53.6,42.8,53.8,3,West,W5,2010W5,89,1
Minnesota,2009 2010,Big Ten,2533,72.4,912,1950,46.8,463,661,70,246,618,39.8,1237,35.3,383,10.9,854,24.4,583,16.7,1.32,63.9,441,12.6,19,273,7.8,11.7,199,5.7,10.2,579,16.5,11,2327,66.5,1.09,54.2,108.9,53.1,55.9,33.9,52.6,11,West,W6,2010W6,54,0
Xavier,2009 2010,A-10,2793,79.8,961,2082,46.2,621,873,71.1,250,664,37.7,1415,40.4,444,12.7,971,27.7,494,14.1,1.09,51.4,452,12.9,18,235,6.7,9.3,132,3.8,6.1,661,18.9,15,2516,69.9,1.11,55.4,111,52.2,55.9,41.9,50.9,6,West,W6,2010W6,65,1
Florida,2009 2010,SEC,2455,72.2,890,2006,44.4,472,671,70.3,203,648,31.3,1265,37.2,455,13.4,810,23.8,479,14.1,1.13,53.8,423,12.4,18.5,243,7.1,10.6,94,2.8,4.8,501,14.7,5,2284,67.2,1.07,55.4,107.5,49.4,52.8,33.4,56,10,West,W7,2010W7,92,0
Brigham Young,2009 2010,Mountain West,2992,83.1,1024,2119,48.3,650,822,79.1,292,700,41.7,1332,37,367,10.2,965,26.8,567,15.8,1.35,55.4,419,11.6,16.3,307,8.5,11.9,125,3.5,6.1,621,17.2,5,2575,71.5,1.16,54.8,116.2,55.2,59.6,38.8,48.9,7,West,W7,2010W7,99,1
North Texas,2009 2010,Sun Belt,2437,73.8,798,1748,45.7,662,921,71.9,179,538,33.3,1220,37,364,11,856,25.9,394,11.9,0.81,49.4,485,14.7,21,144,4.4,6.2,94,2.8,4.8,590,17.9,16,2305,69.8,1.06,52,105.7,50.8,55.8,52.7,50.8,15,West,W8,2010W8,62,0
Kansas State,2009 2010,Big 12,2949,79.7,981,2182,45,734,1098,66.8,253,703,36,1437,38.8,560,15.1,877,23.7,541,14.6,1.02,55.1,529,14.3,19.8,274,7.4,10.3,187,5.1,9.2,828,22.4,14,2668,72.1,1.11,56.8,110.5,50.8,54.5,50.3,49.4,2,West,W8,2010W8,82,1
Texas-San Antonio,2010 2011,Southland,2384,70.1,802,1871,42.9,546,774,70.5,234,667,35.1,1185,34.9,363,10.7,822,24.2,430,12.6,0.93,53.6,461,13.6,19.7,240,7.1,10.3,76,2.2,3.9,657,19.3,12,2337,68.7,1.02,50,102,49.1,53.2,41.4,47.7,16,East,E1,2011E1,46,0
Ohio State,2010 2011,Big Ten,2854,77.1,1017,2059,49.4,535,763,70.1,285,674,42.3,1277,34.5,419,11.3,858,23.2,587,15.9,1.57,57.7,375,10.1,15.8,263,7.1,11.1,118,3.2,6,519,14,5,2378,64.3,1.2,59,120,56.3,58.9,37.1,51.3,1,East,E1,2011E1,75,1
Villanova,2010 2011,Big East,2384,72.2,796,1819,43.8,582,769,75.7,210,604,34.8,1223,37.1,402,12.2,821,24.9,450,13.6,1.15,56.5,391,11.8,18,208,6.3,9.6,125,3.8,6.9,578,17.5,12,2175,65.9,1.1,54.2,109.6,49.5,54.6,42.3,49.2,9,East,E2,2011E2,57,0
George Mason,2010 2011,CAA,2474,72.8,876,1861,47.1,495,718,68.9,227,574,39.5,1188,34.9,364,10.7,824,24.2,483,14.2,1.28,55.1,376,11.1,17,224,6.6,10.1,110,3.2,6,581,17.1,9,2209,65,1.12,55.4,112,53.2,56.2,38.6,52.5,8,East,E2,2011E2,61,1
Clemson,2010 2011,ACC,2330,68.5,810,1827,44.3,493,703,70.1,217,630,34.4,1177,34.6,384,11.3,793,23.3,445,13.1,1,54.9,447,13.1,20.1,272,8,12.2,161,4.7,8.9,624,18.4,9,2228,65.5,1.05,52.5,104.6,50.3,53.9,38.5,50.9,12,East,E3,2011E3,76,0
West Virginia,2010 2011,Big East,2303,69.8,783,1826,42.9,531,747,71.1,206,611,33.7,1227,37.2,469,14.2,758,23,491,14.9,1.24,62.7,397,12,18.8,154,4.7,7.3,136,4.1,7.4,598,18.1,14,2112,64,1.09,56.3,109,48.5,52.8,40.9,50.1,5,East,E3,2011E3,84,1
Princeton,2010 2011,Ivy League,2215,69.2,788,1696,46.5,446,609,73.2,193,531,36.3,1105,34.5,315,9.8,790,24.7,427,13.3,1.1,54.2,388,12.1,18.8,191,6,9.2,134,4.2,7.9,551,17.2,7,2069,64.7,1.07,52.9,107.1,52.2,55.8,35.9,53.7,13,East,E4,2011E4,57,0
Kentucky,2010 2011,SEC,2845,74.9,1002,2183,45.9,560,789,71,281,707,39.7,1420,37.4,445,11.7,975,25.7,482,12.7,1.19,48.1,406,10.7,16.1,211,5.6,8.4,239,6.3,10.9,601,15.8,11,2522,66.4,1.13,55.9,112.8,52.3,55.6,36.1,50.7,4,East,E4,2011E4,59,1
Indiana State,2010 2011,Missouri Valley,2253,66.3,769,1793,42.9,480,676,71,235,649,36.2,1172,34.5,352,10.4,820,24.1,431,12.7,0.91,56,476,14,21.3,212,6.2,9.5,145,4.3,8.3,684,20.1,14,2234,65.7,1.01,49.4,100.9,49.4,53.3,37.7,47.4,14,East,E5,2011E5,60,0
Syracuse,2010 2011,Big East,2568,73.4,936,1983,47.2,474,713,66.5,222,628,35.4,1308,37.4,429,12.3,879,25.1,566,16.2,1.31,60.5,433,12.4,18.6,304,8.7,13.1,231,6.6,11.6,544,15.5,9,2327,66.5,1.1,56.5,110.4,52.8,55.3,36,55.6,3,East,E5,2011E5,77,1
Xavier,2010 2011,A-10,2306,72.1,784,1700,46.1,565,756,74.7,173,526,32.9,1130,35.3,328,10.2,802,25.1,424,13.2,1.1,54.1,386,12.1,18.2,174,5.4,8.2,98,3.1,5.6,551,17.2,12,2121,66.3,1.09,53.3,108.7,51.2,56,44.5,53,6,East,E6,2011E6,55,0
Marquette,2010 2011,Big East,2782,75.2,973,2094,46.5,645,927,69.6,191,547,34.9,1329,35.9,457,12.4,872,23.6,574,15.5,1.26,59,454,12.3,18,265,7.2,10.5,134,3.6,6.3,622,16.8,7,2524,68.2,1.1,56.1,110.2,51,54.9,44.3,56.2,11,East,E6,2011E6,66,1
Georgia,2010 2011,SEC,2267,68.7,823,1822,45.2,465,667,69.7,156,456,34.2,1243,37.7,407,12.3,836,25.3,495,15,1.11,60.1,444,13.5,20.4,211,6.4,9.7,162,4.9,8.7,541,16.4,10,2178,66,1.04,54.3,104.1,49.5,53,36.6,58.8,10,East,E7,2011E7,65,0
Washington,2010 2011,Pac 12,2907,83.1,1061,2260,46.9,480,712,67.4,305,821,37.1,1367,39.1,488,13.9,879,25.1,593,16.9,1.39,55.9,426,12.2,16.8,234,6.7,9.2,179,5.1,8.9,718,20.5,18,2538,72.5,1.15,57.7,114.5,53.7,55.9,31.5,52,7,East,E7,2011E7,68,1
Long Island,2010 2011,NEC,2730,82.7,928,2009,46.2,645,999,64.6,229,635,36.1,1377,41.7,479,14.5,898,27.2,503,15.2,1,54.2,505,15.3,20.2,246,7.5,9.8,111,3.4,5.1,580,17.6,14,2506,75.9,1.09,56,108.9,51.9,55,49.7,51.2,15,East,E8,2011E8,87,0
North Carolina,2010 2011,ACC,2868,77.5,1044,2317,45.1,590,878,67.2,190,579,32.8,1578,42.6,525,14.2,1053,28.5,573,15.5,1.16,54.9,493,13.3,18.3,232,6.3,8.6,204,5.5,8.7,597,16.1,5,2694,72.8,1.06,55.8,106.5,49.2,52.4,37.9,59.6,2,East,E8,2011E8,102,1
Boston University,2010 2011,AmericaEast,2270,64.9,749,1865,40.2,507,695,72.9,265,747,35.5,1247,35.6,415,11.9,832,23.8,345,9.9,0.83,46.1,418,11.9,19,189,5.4,8.6,129,3.7,6.6,635,18.1,11,2201,62.9,1.03,51,103.1,47.3,51.7,37.3,42.6,16,Midwest,MW1,2011MW1,53,0
Kansas,2010 2011,Big 12,3084,81.2,1114,2193,50.8,585,862,67.9,271,710,38.2,1475,38.8,449,11.8,1026,27,674,17.7,1.33,60.5,507,13.3,19.1,295,7.8,11.1,153,4,7,666,17.5,4,2658,69.9,1.16,57.9,116,57,59.3,39.3,54.7,1,Midwest,MW1,2011MW1,72,1
