"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
1178,"1 family-oriented magazine purchase ","","","","","","","",""
3172,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4534,"","","","","","2 health and fitness magazine purchases","","",""
3264,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","",""
2501,"2 family-oriented magazine purchases","1 female magazine purchase ","","3 gardening magazine purchases","1 culinary magazine purchase ","","2 Do-It-Yourself magazine purchases","",""
4361,"","","","","","","","",""
5432,"","","","","","","","",""
4795,"","","","","","","","","Yes"
4077,"","","","","","","","",""
2756,"","","","","","","","",""
2,"","","","","","1 health and fitness magazine purchase ","","",""
3594,"","","","","","","","",""
524,"","","","","","","","","Yes"
3208,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
849,"","","","2 gardening magazine purchases","","","2 Do-It-Yourself magazine purchases","",""
1956,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
1917,"","","","","","","","","Yes"
2961,"","","","","","","","",""
2205,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","2 financial magazine purchases",""
1629,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases",""
3260,"","","","","","","","",""
4920,"","","","","","","","2 financial magazine purchases","Yes"
1123,"2 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
4231,"3 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ",""
4444,"","","","","","","","",""
4725,"","","","","","","","","Yes"
2220,"1 family-oriented magazine purchase ","","","","","","1 Do-It-Yourself magazine purchase ","",""
5008,"","","","","","","","",""
5533,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","","","",""
5936,"","","","","","","","",""
4931,"4 family-oriented magazine purchases","","","","","8 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","4 financial magazine purchases",""
4009,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
4584,"","","","","","","","",""
5732,"","","","","","","","","Yes"
2409,"","","","","","","","","Yes"
5250,"","","","","","2 health and fitness magazine purchases","","",""
264,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","","Yes"
2120,"","","","","","","","",""
1037,"","","","","","","","",""
2703,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","1 culinary magazine purchase ","9 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
5298,"","","","","","","","",""
4937,"","","","","","","","",""
951,"","","","","","","","",""
134,"","","","","","","","","Yes"
1160,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
303,"2 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ",""
1630,"","","","","","","","",""
5711,"","","","2 gardening magazine purchases","","6 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
4963,"","","","","","2 health and fitness magazine purchases","","",""
3753,"","","","","","","","",""
1176,"","","","","","","","","Yes"
4850,"","","","","","","","",""
5625,"","","","","","","","",""
3069,"","","","","","","","",""
2792,"","","","","","","","","Yes"
2326,"","","","","","1 health and fitness magazine purchase ","","",""
2785,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","1 financial magazine purchase ",""
2660,"","","","","","","","",""
95,"","","","","","","","",""
3899,"1 family-oriented magazine purchase ","","","","","","","",""
5,"","","","","","","","",""
2520,"1 family-oriented magazine purchase ","","","","","","","2 financial magazine purchases",""
5777,"","","","","","","","",""
1100,"","","","","","","","","Yes"
2153,"","","","","","","","",""
3590,"","","","","","1 health and fitness magazine purchase ","","",""
1408,"4 family-oriented magazine purchases","","","","","","","",""
1027,"","","","","","","","","Yes"
5330,"","1 female magazine purchase ","","","","","","3 financial magazine purchases",""
3691,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","",""
2936,"","","","","","","","",""
5473,"","1 female magazine purchase ","","1 gardening magazine purchase ","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
5658,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
2585,"","","","","","","","",""
4147,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2073,"3 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
3976,"","","","","","","","",""
1714,"","","","","","1 health and fitness magazine purchase ","","",""
3696,"","","","","","1 health and fitness magazine purchase ","","",""
2791,"","","","","","","","","Yes"
1232,"","","","","","","","",""
2503,"","","","","","","","",""
4658,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
2640,"","","","","","","","",""
4355,"","","","","","","","","Yes"
5406,"","","","","","","","",""
441,"","","","","","","","",""
1989,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
5507,"","","","","","","","",""
1639,"","","","","","","","","Yes"
5421,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","1 culinary magazine purchase ","","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
1961,"","","","","","","","",""
4912,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","","",""
2128,"","","","","","","","","Yes"
4719,"","","","","","","","",""
4861,"","","","","","","2 Do-It-Yourself magazine purchases","",""
3553,"","","","","","","","","Yes"
1427,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
919,"","","","","","","","","Yes"
1756,"","","","","","2 health and fitness magazine purchases","","","Yes"
2393,"","","","","","","","",""
773,"","","","","","","","",""
4728,"","","","","","","","",""
1175,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
1041,"","","","","","","","",""
4488,"","","","","","","","","Yes"
166,"","","","","","","","",""
4182,"","","","","","","","",""
5057,"","","","","","2 health and fitness magazine purchases","","","Yes"
2893,"","","","","","","","",""
612,"","","","2 gardening magazine purchases","","","1 Do-It-Yourself magazine purchase ","","Yes"
2159,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
2171,"","","","","","","","",""
2251,"1 family-oriented magazine purchase ","","","","","","","",""
802,"","","","","","4 health and fitness magazine purchases","","",""
5447,"","","","","","","","",""
5710,"","","","","","","","",""
5772,"","","","","","","","",""
1515,"5 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","2 financial magazine purchases",""
2918,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
697,"1 family-oriented magazine purchase ","","","3 gardening magazine purchases","2 culinary magazine purchases","2 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","","Yes"
931,"","","","","","","","",""
4452,"","","","","","2 health and fitness magazine purchases","","",""
357,"","","","","","","","",""
2229,"","","","","","","","",""
3823,"","","","","","","","","Yes"
1800,"","","","","","1 health and fitness magazine purchase ","","",""
646,"","","","","","","","",""
4344,"","","","","","","","",""
4964,"","","","","","","","","Yes"
1785,"","","","","","","","","Yes"
2314,"","","","","","","","",""
2389,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","5 financial magazine purchases",""
5899,"","","","","","","","",""
5218,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
247,"","","","3 gardening magazine purchases","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
3254,"2 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ","Yes"
533,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
1964,"","","","","","","","",""
5633,"","","","","","","","","Yes"
3360,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
2009,"","","","","","","","",""
293,"","","","","","","","",""
1449,"","","","","","5 health and fitness magazine purchases","","","Yes"
5110,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","",""
3971,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","1 culinary magazine purchase ","","","",""
176,"","","","","","","","","Yes"
2344,"","","","","","","","",""
4690,"","","","","","1 health and fitness magazine purchase ","","",""
1165,"","","","","","","","","Yes"
5215,"","1 female magazine purchase ","","3 gardening magazine purchases","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","","Yes"
598,"5 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
4336,"","","","","","","","",""
5022,"","","","","","","","","Yes"
5382,"","1 female magazine purchase ","","","1 culinary magazine purchase ","","","",""
2347,"","","","","","","","","Yes"
2661,"","","","","","","","",""
2354,"","","","","","","","","Yes"
5338,"2 family-oriented magazine purchases","","","","","","","",""
1708,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","","","2 financial magazine purchases",""
4029,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","3 financial magazine purchases",""
3748,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
1208,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
4429,"","","","","","","","",""
2947,"","","","2 gardening magazine purchases","","5 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","4 financial magazine purchases",""
1325,"","","","","","","","","Yes"
5420,"","","","","","","","",""
2477,"","","","","","","","",""
977,"","","","","","","","",""
2878,"","","","","","","","",""
767,"","","","","","","","",""
195,"","","","","","2 health and fitness magazine purchases","","",""
2857,"","","","","","","","","Yes"
630,"","","","","","1 health and fitness magazine purchase ","","",""
3581,"","","","","","","","",""
2834,"","","","","","","","",""
779,"","","","","","","","",""
4329,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
206,"1 family-oriented magazine purchase ","2 female magazine purchases","","","1 culinary magazine purchase ","4 health and fitness magazine purchases","","",""
1072,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
2609,"","","","","","1 health and fitness magazine purchase ","","",""
5476,"1 family-oriented magazine purchase ","","","","","","","",""
5916,"","","","","","","","",""
2467,"","","","","","","","",""
3941,"","","","","","","","",""
2227,"","","","","","","","",""
4692,"","","","","","","","",""
3333,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","6 financial magazine purchases",""
5118,"","","","","","","","",""
3270,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
3742,"2 family-oriented magazine purchases","","","","","","","",""
1744,"","","","1 gardening magazine purchase ","","","","",""
1878,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
935,"","","","","","","","",""
5927,"","","","","","1 health and fitness magazine purchase ","","",""
2709,"","","","","","","","",""
2764,"","","","","","","","","Yes"
2949,"","","","","","2 health and fitness magazine purchases","","",""
2399,"","","","","","3 health and fitness magazine purchases","","",""
1056,"","","","","","2 health and fitness magazine purchases","","",""
440,"","","","","","","","","Yes"
4333,"","","","1 gardening magazine purchase ","1 culinary magazine purchase ","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
1035,"","","","","","","","",""
1937,"","","","","","","","","Yes"
3027,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
3802,"","","","","","","","",""
391,"5 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","3 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
5896,"","","","","","","","","Yes"
2236,"","","","","","","","",""
2497,"","","","","","","","",""
4169,"","","","","","","","",""
5465,"","","","","","","","","Yes"
2951,"","","","","","","","",""
4500,"","","","","","","","",""
843,"","","","","","1 health and fitness magazine purchase ","","","Yes"
65,"","","","","","","","","Yes"
3736,"","","","","","","","",""
5971,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
4226,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
979,"","","","","","","","","Yes"
2421,"1 family-oriented magazine purchase ","","","3 gardening magazine purchases","","2 health and fitness magazine purchases","4 Do-It-Yourself magazine purchases","",""
3057,"","","","","","","","",""
4994,"","","","2 gardening magazine purchases","","","","","Yes"
2578,"","","","","","","","",""
5231,"","","","","","","","",""
4845,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","","Yes"
495,"","","","","","","","","Yes"
892,"","","","","","","","","Yes"
5422,"","","","","","","","",""
240,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4393,"","","","","","","","",""
4275,"","2 female magazine purchases","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
2942,"","","","","","","","",""
4265,"","","","","","","","",""
3285,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
2198,"","","","","","","","",""
121,"","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
5455,"3 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","5 financial magazine purchases",""
4125,"","","","","","","","",""
5663,"","","","","","","","",""
857,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","2 culinary magazine purchases","2 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","",""
4736,"","","","","","","","",""
5556,"","","","","","","","",""
1239,"","","","","","","","",""
129,"","","","","","","","",""
1896,"","","","","","","","","Yes"
4913,"","","","","","","","",""
425,"","","","4 gardening magazine purchases","","","2 Do-It-Yourself magazine purchases","",""
2552,"","","","","","","","",""
4726,"","","","","","","","",""
5594,"","","","1 gardening magazine purchase ","","7 health and fitness magazine purchases","","3 financial magazine purchases",""
4140,"","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","","","Yes"
2642,"","","","","","1 health and fitness magazine purchase ","","",""
3655,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2056,"","","","","","","","",""
503,"","","","","","","","",""
1850,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
4470,"","","","","","","","","Yes"
5571,"","","","","","","","","Yes"
4171,"","","","","","","","",""
392,"","","","","","","","",""
3780,"","","","","","","","",""
3047,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
5803,"","","","","","1 health and fitness magazine purchase ","","","Yes"
444,"","","","","","","","",""
2357,"","","","","","","","",""
235,"","","","","","","","",""
5820,"3 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","6 financial magazine purchases",""
4917,"","","","","","1 health and fitness magazine purchase ","","",""
3625,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
4969,"2 family-oriented magazine purchases","","","","","","","2 financial magazine purchases",""
4527,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
622,"","","","","","","","",""
3749,"","","","","","","","",""
5674,"","1 female magazine purchase ","","","","","","",""
747,"","","","","","","","",""
1183,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
5343,"","","","","","","","",""
5665,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","","","2 financial magazine purchases",""
4655,"","","","","","","","",""
3729,"","","","","","","","",""
5091,"","","","","","","","",""
2406,"","","","","","","","",""
5883,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3826,"","","","","","","","",""
3718,"","","","","","","","",""
4696,"5 family-oriented magazine purchases","","","","","6 health and fitness magazine purchases","","",""
2013,"1 family-oriented magazine purchase ","","","","","","","","Yes"
4863,"","","","","","","","",""
4228,"2 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","","1 Do-It-Yourself magazine purchase ","",""
1058,"","","","1 gardening magazine purchase ","1 culinary magazine purchase ","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5729,"","","","","","","","",""
4471,"","","","","","1 health and fitness magazine purchase ","","",""
2004,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","1 financial magazine purchase ",""
353,"","","","","","","","",""
464,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
3419,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
2896,"","","","","","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
4397,"2 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4580,"","","","","","","","",""
4021,"","","","","","2 health and fitness magazine purchases","","",""
5326,"","","","","","","","",""
5976,"","","","","","","","",""
1000,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
5066,"","","","","","3 health and fitness magazine purchases","","",""
1316,"","","","","","","","",""
1795,"","","","","","","","","Yes"
2300,"","","","","","","","",""
4675,"","","","","","","","",""
1783,"3 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","6 financial magazine purchases","Yes"
4925,"","","","","","","","",""
4008,"","","","","","","","","Yes"
4703,"","","","","","","","",""
1281,"","","","","","","","","Yes"
3092,"1 family-oriented magazine purchase ","","","","","","","",""
3751,"","","","","","","","","Yes"
1450,"","","","","","","","","Yes"
5805,"","","","","","","","",""
309,"","","","","","","","",""
1754,"1 family-oriented magazine purchase ","","","","","","","","Yes"
4325,"","","","","","","","",""
1631,"","","","","","2 health and fitness magazine purchases","","",""
3462,"1 family-oriented magazine purchase ","","","","2 culinary magazine purchases","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
3167,"","","","","","","","",""
5830,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
3733,"","","","","","","","",""
571,"","","","","","1 health and fitness magazine purchase ","","","Yes"
1300,"","","","","","","","",""
461,"","","","","","","","",""
1463,"","","","","","","","","Yes"
2419,"","","","","","","","",""
5753,"","","","","","","","",""
1271,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
460,"","","","","","","","",""
2161,"1 family-oriented magazine purchase ","","","4 gardening magazine purchases","1 culinary magazine purchase ","4 health and fitness magazine purchases","4 Do-It-Yourself magazine purchases","",""
316,"","","","","","","","","Yes"
416,"","","","","","1 health and fitness magazine purchase ","","",""
4121,"","","","","","","","",""
5549,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","",""
3479,"","","","","","3 health and fitness magazine purchases","","2 financial magazine purchases",""
5259,"","","","","","","","",""
112,"","","","","","","","","Yes"
4381,"","","","","","","","",""
3315,"","","","","","","","",""
4373,"","","","","","","","",""
701,"","","","","","","","",""
3279,"","","","","","","","","Yes"
1136,"1 family-oriented magazine purchase ","","","","","","","",""
4027,"","","","","","2 health and fitness magazine purchases","","",""
2440,"","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","",""
2525,"","","","","","1 health and fitness magazine purchase ","","",""
192,"","","","","","1 health and fitness magazine purchase ","","",""
4111,"","","","","","","","",""
2751,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4739,"1 family-oriented magazine purchase ","","","","","","","",""
5462,"","","","","","","","",""
791,"","","","","","","","",""
5634,"","","","3 gardening magazine purchases","","","1 Do-It-Yourself magazine purchase ","",""
1125,"","","","","","","","",""
2036,"","","","","","","","",""
2656,"","","","","","","","","Yes"
4225,"","","","","","","","",""
2695,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","",""
4842,"","","","","","","","",""
5622,"","","","","","","","",""
3717,"1 family-oriented magazine purchase ","","","","","","","","Yes"
5848,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
5434,"","","","","","","","",""
1894,"","","","","","","","",""
5253,"","","","","","","","",""
61,"1 family-oriented magazine purchase ","","","","","","","",""
2549,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
154,"","","","","","","","",""
574,"","","","","","","","",""
3902,"","","","","","","","",""
3311,"","","","","","","","",""
4426,"","","","","","","","","Yes"
755,"","","","","","","","",""
2322,"","","","","","","","",""
1172,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
4829,"","","","","","","","","Yes"
3022,"","","","","","","","",""
2074,"","","","","","","","","Yes"
5557,"","","","","","1 health and fitness magazine purchase ","","",""
1213,"","","","","","","","",""
5170,"","","","","","","","",""
1715,"","","","","","1 health and fitness magazine purchase ","","",""
78,"","","","","","","","","Yes"
1163,"","","","","","","","",""
93,"","","","","","","","",""
1481,"","","","","","","","","Yes"
5494,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
1568,"","","","","","","","","Yes"
4965,"","","","","","","","",""
1117,"","","","","","","","","Yes"
2012,"","","","","","","","",""
3991,"","","","","","","","",""
4370,"","","","","","","","",""
4544,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
2197,"","","","","","","","",""
2321,"1 family-oriented magazine purchase ","","","","","","","",""
4327,"","","","","","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
5241,"","","","","","","","",""
3062,"","","","","","","","",""
5526,"","","","","","","","",""
4935,"","","","","","","","","Yes"
2994,"","","","","","","","",""
4028,"","","","","","2 health and fitness magazine purchases","","",""
1778,"","","","","","","","",""
5372,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
5467,"3 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes"
783,"","","","","","","","",""
3842,"","","","","","2 health and fitness magazine purchases","","",""
3612,"","","","","","","","",""
5842,"","","","","","","","",""
4463,"","","","","","","","",""
5380,"","","","","","1 health and fitness magazine purchase ","","",""
3938,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","",""
3946,"","","","","","3 health and fitness magazine purchases","","","Yes"
4506,"2 family-oriented magazine purchases","","","","","","","",""
1810,"","","","","","","","",""
1558,"","","","","","","","","Yes"
4405,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","",""
1649,"","","","","","","","",""
3166,"3 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
5329,"","","","","","","","",""
1647,"","","","","","","","",""
2289,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
4039,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","","","2 financial magazine purchases",""
1672,"","","","","","","","",""
3569,"","","","","","","","","Yes"
5987,"","","","","","","","",""
5666,"","","","","","","","",""
956,"","","","","","","","",""
5232,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","",""
490,"","","","","","","","","Yes"
202,"","","","","","","","",""
5573,"","","","","","4 health and fitness magazine purchases","","2 financial magazine purchases",""
328,"","","","","","","","",""
5294,"","","","","","2 health and fitness magazine purchases","","",""
5534,"","","","","","","","","Yes"
2798,"","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1511,"","","","","","","","1 financial magazine purchase ","Yes"
3572,"4 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
4973,"","","","","","","","",""
1393,"","","","","","","","",""
1313,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
5713,"","","","","","","","","Yes"
5138,"","","","","","","","",""
5661,"","","","","","","","",""
4468,"","","","","","","","","Yes"
1921,"","","","","","","","",""
4266,"","","","","","1 health and fitness magazine purchase ","","",""
2624,"","","","","","","","",""
5604,"","","","","","","","",""
5832,"","","","","","","","",""
5419,"","","","","","","","",""
3851,"","","","","","3 health and fitness magazine purchases","","",""
271,"","","","","","","","",""
4387,"","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","6 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
5664,"","","","","","","","",""
2463,"1 family-oriented magazine purchase ","","","","","","","",""
1814,"","","","","","","","",""
3267,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
1623,"","","","","","","","",""
5306,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases",""
3404,"","","","","","1 health and fitness magazine purchase ","","",""
3107,"","","","","","1 health and fitness magazine purchase ","","",""
5565,"","","","","","2 health and fitness magazine purchases","","",""
2305,"","","","","","1 health and fitness magazine purchase ","","","Yes"
554,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","5 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
550,"","","","","","","","",""
5411,"","","","","","","","",""
1495,"4 family-oriented magazine purchases","1 female magazine purchase ","","","","7 health and fitness magazine purchases","","",""
1599,"","","","","1 culinary magazine purchase ","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
431,"","","","","","","","",""
1852,"","","","","","","","",""
2542,"","","","","","","","",""
1706,"","","","","","","","",""
3174,"","","","","","","","","Yes"
3393,"","","","","","","","",""
5882,"","","","1 gardening magazine purchase ","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
639,"","","","","","","","","Yes"
2063,"","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","","Yes"
4520,"","","","","","","","","Yes"
3678,"","","","","","","","",""
1798,"","","","","","","","","Yes"
1794,"","","","","","","","",""
652,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3650,"","","","","","","","",""
3645,"1 family-oriented magazine purchase ","","","","","","","",""
5615,"1 family-oriented magazine purchase ","","","","","","","",""
39,"","","","","","","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ","Yes"
1133,"","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4929,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","4 financial magazine purchases",""
2768,"2 family-oriented magazine purchases","","","","","","","","Yes"
2935,"","","","","","","","","Yes"
895,"","","","","","","","","Yes"
5657,"","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","",""
3697,"","","","","","","","",""
5050,"","","","","","","","",""
2806,"","","","","","","","",""
4200,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
975,"","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1914,"","","","","","1 health and fitness magazine purchase ","","","Yes"
