"tmpID","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity"
1239,"","","Unknown","Yes","","","","","","","","","",""
2628,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
3361,"","","Unknown","Yes","","","","","","","","","",""
13880,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
9520,"","","Yes","Yes","","","","","","","","","",""
4244,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
720,"","","Unknown","Unknown","","","","","","","","","",""
13238,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
12824,"","","Unknown","Unknown","","","","","","","","","",""
5116,"","","Unknown","Unknown","","","","","","","","","",""
4891,"","","Unknown","Unknown","","","","","","","","","",""
11523,"","","Unknown","Yes","","","","","","","","","",""
13899,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12500,"","","Unknown","Unknown","","","","","","","","","","Yes"
9197,"","","Unknown","Unknown","","","","","","","","","",""
6666,"","","Unknown","Unknown","","","","","","","","","",""
12435,"","","Unknown","Unknown","","","","","","","","","","Yes"
4342,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
7103,"","","Unknown","Yes","","","","","","","","","","Yes"
5610,"","","Unknown","Unknown","","","","","","","","","",""
12032,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12754,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
14314,"","","Unknown","Yes","Yes","","","","","","","","",""
2188,"","","Unknown","Unknown","","","","","","","","","","Yes"
14465,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1357,"","","Unknown","Unknown","Yes","","","","","","","","",""
4765,"","","Unknown","Unknown","","","","","","","","","",""
11302,"","","Unknown","Yes","","","","","","","","","",""
1599,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4285,"","","Unknown","Unknown","","","","","","","","","",""
4752,"","","Unknown","Yes","","","","","","","","","",""
13042,"","","Unknown","Yes","","","","","","","","","",""
1664,"","","Unknown","Unknown","","","","","","","","","",""
8114,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
7650,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
11686,"5 religious contributions in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9555,"","","Unknown","Unknown","","","","","","","","","",""
812,"","","Unknown","Yes","","","","","","","","","",""
467,"","","Unknown","Yes","","","","","","","","","",""
4616,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
13095,"","","Unknown","Unknown","","","","","","","","","",""
10608,"","","Unknown","Unknown","Yes","","","Yes","","","Yes","","","Yes"
3575,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
9571,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
14896,"","","Unknown","Unknown","","","","","","","","","",""
4909,"","","Unknown","Unknown","","","","","","","","","",""
14678,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
7054,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
12763,"","1 political contribution  in home","Yes","Yes","","","","Yes","","","Yes","","",""
5575,"","","Unknown","Yes","","","","","","Yes","","","","Yes"
9378,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
5359,"","","Unknown","Unknown","","","","","","","","","",""
3519,"","","Unknown","Yes","","","","","","","","","",""
12811,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
6136,"","","Unknown","Yes","","","","","","","","","",""
13383,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
11886,"","","Unknown","Yes","Yes","","","Yes","","","Yes","","Yes","Yes"
10255,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
6166,"","","Unknown","Yes","","","","","","","","","",""
5407,"","","Unknown","Yes","","","","","","","","","",""
2984,"","","Unknown","Unknown","","","","","","","","","",""
9672,"","","Unknown","Yes","","","","","","","","","",""
14999,"","","Yes","Unknown","","","","","","","","","","Yes"
11016,"","","Unknown","Unknown","","","","","","","","","",""
14863,"","","Unknown","Yes","","","","","","","","","",""
253,"","","Unknown","Unknown","","","","","","","","","",""
8692,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
7016,"1 religious contribution  in home","3 political contributions in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
14204,"","","Unknown","Unknown","","","","","","","","","",""
14665,"","","Unknown","Yes","","","","","","","","","",""
12173,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes",""
12533,"","","Unknown","Yes","","","","","","","","","Yes",""
7164,"","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
11863,"","","Unknown","Unknown","","","","","","","","","",""
8769,"","","Unknown","Yes","","","","","","","","","",""
6319,"","","Unknown","Unknown","","","","","","","","","",""
3719,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2497,"","","Unknown","Unknown","","","","","","","","","","Yes"
8324,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
10715,"","","Unknown","Yes","","","","","","","","","",""
8952,"","","Unknown","Unknown","","","","","","","","","",""
6914,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11568,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9661,"","","Unknown","Unknown","","","","","","","","","",""
3972,"","","Unknown","Yes","","","","","","","","","",""
14727,"","","Unknown","Yes","","","","","","","","","",""
5429,"","","Unknown","Unknown","","","","","","","","","",""
5879,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
4292,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes","Yes"
7954,"","","Unknown","Unknown","","","","","","","","","",""
5781,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes"
11015,"","","Yes","Yes","","","","","","","","","",""
9613,"","","Unknown","Unknown","","","","","","","","","",""
6980,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
8481,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10716,"","","Unknown","Yes","","","","","","","","","",""
10811,"","","Unknown","Unknown","","","","","","","","","",""
5282,"","","Unknown","Yes","","","","","","","","","",""
9669,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
5998,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
14865,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
376,"","6 political contributions in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3886,"","","Unknown","Unknown","","","","","","","","","","Yes"
8195,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
12375,"","","Unknown","Yes","","","","","","","","","",""
119,"","","Unknown","Yes","","","","","","","","","Yes",""
14745,"","","Unknown","Unknown","","","","","","","","","",""
8083,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
3802,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1681,"","","Unknown","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes"
9223,"1 religious contribution  in home","","Unknown","Yes","Yes","","","","","","","","",""
3927,"","","Unknown","Unknown","","","","","","","","","",""
12285,"","","Unknown","Yes","","","","","","","","","",""
14436,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2056,"","","Unknown","Unknown","","","","","","","","","",""
4181,"","","Unknown","Unknown","","","","","","","","","",""
82,"","","Unknown","Yes","","","","","","","","","",""
10871,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
7639,"","5 political contributions in home","Unknown","Yes","","","","","","","","","",""
11695,"","2 political contributions in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
11572,"","","Unknown","Yes","","","","","","","","","",""
14346,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
12609,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3854,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3873,"","","Unknown","Yes","","","","","","","","","",""
6908,"1 religious contribution  in home","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
919,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1762,"","","Unknown","Yes","Yes","Yes","","Yes","","","Yes","","",""
3485,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11453,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
6653,"","","Unknown","Yes","","","","","","","","","","Yes"
14352,"","","Unknown","Unknown","","","","","","","","","",""
6997,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1340,"","","Unknown","Yes","","","","","","","","","","Yes"
6812,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3787,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1433,"","","Unknown","Unknown","","","","","","","","","",""
12896,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
2881,"","","Unknown","Yes","","","","","","","","","",""
9300,"","","Unknown","Yes","","","","","","","","","",""
9576,"","","Unknown","Unknown","","","","","","","","","","Yes"
14858,"","","Yes","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
4872,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
10144,"","","Unknown","Yes","","","","","","","","","",""
2668,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
1951,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
3469,"","","Yes","Unknown","","","","Yes","","","Yes","","","Yes"
11418,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
10508,"","","Unknown","Yes","","","","","","","","","",""
9641,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
10942,"3 religious contributions in home","","Unknown","Unknown","","","","","","","","","",""
13677,"","","Unknown","Unknown","","","","","","","","","",""
13673,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6222,"","","Unknown","Yes","","","","","","","","","",""
8420,"","","Unknown","Yes","","","","","","","","","",""
4693,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
13893,"","","Unknown","Unknown","","","","","","","","","","Yes"
11995,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
13755,"","","Unknown","Yes","","","","","","","","","",""
12710,"","","Unknown","Yes","","","","","","","","","",""
2769,"","","Unknown","Unknown","Yes","","","","","","","","",""
4146,"","","Unknown","Unknown","","","","","","","","","","Yes"
13817,"","","Unknown","Yes","","","","","","","","","","Yes"
4168,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
1889,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
11242,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
10941,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
4734,"","","Unknown","Unknown","","","","","","Yes","","","Yes","Yes"
3058,"","","Unknown","Unknown","","","","","","","","","",""
9108,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes"
4280,"","","Unknown","Yes","Yes","","","","","","","","",""
11040,"","","Unknown","Unknown","Yes","","","","","","","","",""
11922,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
8642,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
10337,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
11023,"","","Unknown","Unknown","","","","","","","","","","Yes"
14716,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3034,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
3541,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
12373,"","","Unknown","Unknown","","","","","","","","","",""
7771,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
1286,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11144,"","","Unknown","Yes","","","","","","","","","",""
13901,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
13105,"","","Unknown","Yes","","","","","","","","","","Yes"
10803,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes"
3074,"","","Unknown","Yes","","","","","","","","","","Yes"
477,"","","Unknown","Unknown","","","","","","","","","",""
10211,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
2571,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","","Yes"
9255,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
362,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
6807,"","","Unknown","Unknown","","","","","","","","","",""
2308,"","","Unknown","Yes","","","","","","","","","","Yes"
14442,"","","Unknown","Unknown","","","","","","","","","",""
3815,"","","Unknown","Unknown","","","","","","Yes","","","","Yes"
9639,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
5296,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
13623,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
14002,"","","Unknown","Unknown","","","","","","","","","","Yes"
14850,"","","Unknown","Unknown","","","","","","","","","",""
6718,"","","Unknown","Yes","Yes","","","","","","","","",""
5717,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
9340,"","","Unknown","Yes","","","","","","","","","",""
9243,"1 religious contribution  in home","1 political contribution  in home","Yes","Unknown","","Yes","","Yes","","","Yes","","","Yes"
3112,"","","Unknown","Yes","","","","","","","","","",""
9269,"","2 political contributions in home","Unknown","Yes","","","","","","","","","","Yes"
9208,"","","Unknown","Unknown","Yes","","","","","","","","",""
6717,"","","Unknown","Yes","","","","","","","","","",""
5015,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
1553,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6066,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
13099,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
11807,"","","Unknown","Yes","","","","","","","","","",""
11936,"","","Unknown","Yes","","","","","","","","","",""
930,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
12867,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
8682,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
3757,"","","Unknown","Unknown","","","","","","","","","",""
5834,"","","Unknown","Unknown","","","","","","","","","",""
10096,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
12293,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
14328,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
662,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
6457,"","","Unknown","Yes","","","","","","","","","",""
14961,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
4416,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
9846,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
12280,"","","Unknown","Unknown","","","","","","","","","",""
3792,"","","Unknown","Unknown","","","","","","","","","",""
11650,"","","Unknown","Unknown","","","","","","","","","",""
5342,"","","Unknown","Unknown","","","","","","","","","",""
4216,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
13902,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
7389,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
8966,"","","Unknown","Unknown","","","","","","","","","",""
39,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
9546,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
8122,"","","Unknown","Yes","Yes","","Yes","","","","","","","Yes"
1563,"","","Unknown","Yes","","","","","","","","","","Yes"
11190,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
13879,"","","Unknown","Unknown","","","","","","","","","",""
788,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
5886,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4169,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2025,"","","Unknown","Unknown","","","","","","","","","",""
12463,"","","Unknown","Unknown","","","","","","","","","",""
9782,"","","Unknown","Unknown","","","","","","","","","",""
14129,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
6232,"","","Unknown","Unknown","","","","","","","","","",""
12637,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
9960,"","","Unknown","Yes","","","","","","","","","",""
3631,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
5809,"","","Unknown","Unknown","","","","","","","","","",""
8558,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
374,"","","Unknown","Yes","Yes","","","Yes","","","Yes","","",""
2409,"","","Unknown","Yes","","","","","","","","","",""
9180,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3191,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
11746,"","","Unknown","Unknown","Yes","","","","","","","","",""
3898,"","","Unknown","Unknown","","","","","","","","","","Yes"
10723,"","","Unknown","Yes","","","","","","","","","",""
13669,"","","Unknown","Yes","","","","","","","","","",""
2739,"","","Unknown","Yes","","","","","","","","","",""
11132,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
5884,"","","Unknown","Yes","Yes","","","Yes","","","Yes","","",""
11743,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
12886,"","4 political contributions in home","Unknown","Unknown","","","","","","","","","","Yes"
14824,"","","Unknown","Unknown","","","","","","","","","",""
5502,"","","Unknown","Yes","","","","","","","","","",""
3868,"","2 political contributions in home","Unknown","Yes","","","","Yes","","","Yes","","",""
13066,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
10,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
8771,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
5378,"","","Unknown","Unknown","","","","","","","","","",""
14026,"","","Unknown","Unknown","","","","","","","","","",""
5728,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4650,"","","Unknown","Unknown","Yes","","Yes","Yes","","Yes","Yes","","","Yes"
5317,"","","Unknown","Unknown","","","","","","Yes","","","","Yes"
705,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
1962,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
38,"","","Unknown","Unknown","","","","","","","","","",""
2350,"","","Unknown","Unknown","","","","","","","","","","Yes"
11055,"","","Unknown","Unknown","Yes","","","","","","","","",""
10027,"1 religious contribution  in home","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
4194,"","","Yes","Unknown","","","","Yes","","","Yes","","",""
13963,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
7463,"2 religious contributions in home","","Unknown","Yes","","","","","","","","","",""
1519,"","1 political contribution  in home","Unknown","Yes","Yes","","","Yes","","","Yes","","","Yes"
14340,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
5158,"","","Unknown","Yes","","","","","","","","","",""
9272,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
2948,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
8293,"","","Unknown","Unknown","","","","","","","","","","Yes"
9615,"","","Unknown","Unknown","","","","","","","","","",""
7224,"","","Unknown","Unknown","","","","","","","","","","Yes"
8314,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
10383,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
2871,"","","Unknown","Unknown","","","","","","","","","",""
9715,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
7844,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
4797,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
2612,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
13310,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
14872,"","","Yes","Unknown","","","","","","","","","",""
4672,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
2581,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","","Yes"
267,"","","Unknown","Unknown","","","","","","","","","",""
4997,"","","Unknown","Yes","","","","","","","","","",""
9169,"","","Unknown","Yes","","","","","","","","","","Yes"
10920,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","Yes","Yes"
3545,"","","Unknown","Yes","","","","","","","","","",""
13760,"","2 political contributions in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
14602,"","","Unknown","Yes","","","","","","","","","",""
3803,"","","Unknown","Unknown","","","","","","","","","",""
7352,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
10933,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
9724,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","Yes","","","","","","Yes","Yes"
11589,"","","Unknown","Unknown","","","","","","","","","",""
8856,"","2 political contributions in home","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
8613,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8025,"","","Unknown","Unknown","","","","","","","","","",""
1873,"1 religious contribution  in home","","Yes","Unknown","","","","","","","","","",""
7556,"","","Unknown","Yes","","","","","","","","","",""
10927,"","","Unknown","Yes","","","","","","","","","","Yes"
742,"","","Unknown","Yes","","","","","","","","","",""
14488,"","","Unknown","Unknown","","","","","","","","","","Yes"
7522,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes"
943,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
12732,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
157,"","","Unknown","Yes","","","","","","","","","",""
11668,"","","Unknown","Unknown","","","","","","","","","","Yes"
12540,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
11556,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3200,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
5864,"","","Unknown","Unknown","","","","","","","","","",""
6527,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10325,"","","Yes","Yes","","","","","","","","","",""
2476,"","","Unknown","Yes","","","","","","","","","",""
10797,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
12217,"","","Unknown","Unknown","","","","","","","","","",""
341,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1652,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3270,"","","Yes","Unknown","","","","Yes","","","Yes","","","Yes"
7230,"","","Unknown","Yes","","","","","","","","","","Yes"
2106,"","","Unknown","Yes","","","","","","","","","",""
3289,"","","Unknown","Unknown","Yes","","","","","","","","","Yes"
1768,"","","Unknown","Unknown","","","","","","","","","",""
10879,"","","Unknown","Unknown","Yes","","","","","","","","",""
5869,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
9097,"","","Unknown","Yes","","","","","","","","","",""
2687,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
233,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","","Yes"
9971,"","","Unknown","Unknown","","","","","","","","","",""
13020,"","","Unknown","Yes","","","","","","","","","",""
301,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5871,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","",""
5950,"","","Unknown","Yes","","","","","","","","","",""
6879,"","","Unknown","Unknown","","","","","","","","","",""
6042,"","","Unknown","Yes","","","","","","","","","",""
3726,"","","Unknown","Yes","","","","","","","","","",""
984,"","","Unknown","Unknown","","","","","","","","","","Yes"
4521,"","","Unknown","Yes","","","","","","","","","","Yes"
10473,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes"
7336,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
5896,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes"
3214,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
468,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
11901,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
11919,"","","Unknown","Unknown","","","","","","","","","",""
9455,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
457,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1752,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
12484,"","","Unknown","Unknown","","","","","","","","","",""
1416,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
14500,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2848,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
8015,"","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
4499,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
9578,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
7637,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
14035,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
3690,"","","Unknown","Yes","","","","","","","","","",""
6084,"","","Unknown","Unknown","","","","","","","","","","Yes"
6478,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2411,"","","Yes","Unknown","","","","","","","","","",""
4172,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
6955,"","","Unknown","Yes","","","","","","","","","Yes",""
6579,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
1914,"","","Unknown","Unknown","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes"
11765,"","","Unknown","Unknown","","","","","","","","","","Yes"
9658,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
14063,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
4434,"","","Unknown","Unknown","","","","","","","","","",""
3481,"","","Yes","Unknown","","","Yes","Yes","","","Yes","","Yes","Yes"
11409,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
6559,"","","Yes","Unknown","","","","","","","","","",""
4308,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
6723,"","","Unknown","Unknown","","","","","","","","","",""
2377,"","","Unknown","Unknown","","","","","","","","","",""
2541,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5700,"","","Unknown","Yes","Yes","","","","","","","","","Yes"
7190,"","","Unknown","Unknown","","","","","","","","","",""
810,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
10564,"","","Unknown","Yes","","","","","","","","","",""
13633,"","","Unknown","Unknown","","","","","","","","","",""
10280,"","","Unknown","Yes","","","","","","","","","","Yes"
836,"","","Unknown","Unknown","Yes","","","","","","","","",""
3947,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8284,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4989,"","","Unknown","Unknown","","","","","","","","","","Yes"
1171,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
6840,"","","Unknown","Yes","","","","","","","","","",""
1223,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11290,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
