City,Country,Latitude,Longitude
Berlin,Germany,52.52437,13.41053
Herzogenaurach,Germany,49.56798,10.88565
Stuttgart,Germany,48.78232,9.17702
Berlin,Germany,52.52437,13.41053
Haar,Germany,48.10881,11.72653
Haar,Germany,48.10881,11.72653
Allmersbach im Tal,Germany,48.90659,9.46815
Heidelberg,Germany,49.40768,8.69079
Hattersheim,Germany,50.07854,8.47552
Halle (Saale),Germany,51.5,12
Braunschweig,Germany,52.26594,10.52673
Trier,Germany,49.75565,6.63935
Berlin,Germany,52.52437,13.41053
Tbilisi,Georgia,41.69411,44.83368
Grasse,France,43.66667,6.91667
"Lyon, Cedex",France,,
Sophia Antipolis,France,,
Troyes,France,48.3,4.08333
"Aix en Provence, Etat",France,,
Marseille,France,43.29695,5.38107
Montpellier,France,43.61092,3.87723
Montpelier CEDEX 1,France,,
Montpelier CEDEX 5,France,,
"Montpellier, Cedex 5",France,,
Montpellier Cedex 5,France,,
"Montpellier, Cedex",France,,
Lunel,France,43.67778,4.13611
Javene,France,48.31933,-1.2163
Le Pont de Claix,France,,
Laval,France,48.06667,-0.76667
Strasbourg,France,48.58342,7.74296
Lauterbourg,France,,
"Village Neuf, Alsace",France,,
Vetraz-Monthoux,France,46.1743,6.25852
Paris,France,48.85341,2.3488
Paris,France,48.85341,2.3488
Paris Cedex 16,France,,
Mont Saint Aignan,France,,
Palaiseau,France,48.71667,2.25
Antony,France,48.75,2.3
Bourg-la-Reine,France,48.77888,2.31781
Maisons-Alfort,France,48.81171,2.43945
Maisons-Alfort,France,48.81171,2.43945
Maisons-Alfort,France,48.81171,2.43945
Maisons-Alfort,France,48.81171,2.43945
75018 Paris,France,,
77305 Fontainebleau Cedex,France,,
Lille,France,50.63297,3.05858
Caen,France,49.18585,-0.35912
Cessy,France,46.31662,6.06915
Valbonne,France,43.63292,6.99911
Gif-Sur-yvette,France,48.68333,2.13333
Troyes,France,48.3,4.08333
Toulouse,France,43.60426,1.44367
Goustranville,France,,
TOULOUSE,France,43.60426,1.44367
COURBEVOIE CEDEX,France,,
Caluire,France,,
Paris,France,48.85341,2.3488
ILLKIRCH,France,,
Espinas,France,,
Helsinki,Finland,60.60778,21.4381
Hameenlinna,Finland,60.99596,24.46434
Mikkeli,Finland,61.68857,27.27227
Paltamo,Finland,64.41667,27.83333
20014 Turku,Finland,,
FIN-20014 Turku,Finland,,
Jyv?,Finland,,
Helsinki,Finland,60.60778,21.4381
Saarentaus,Finland,,
Oulu,Finland,65.01236,25.46816
Helsinki,Finland,60.60778,21.4381
Torshavn,Faeroe Islands,62.00973,-6.77164
Argir,Faeroe Islands,61.99595,-6.77154
Addis Ababa,Ethiopia,9.02497,38.74689
"Tallinn, Harjumaa",Estonia,,
Tallinn,Estonia,59.43696,24.75353
Tallinn,Estonia,59.43696,24.75353
"Tartu, Tartumaa",Estonia,,
Tartu,Estonia,58.38062,26.72509
Tallinn,Estonia,59.43696,24.75353
Tallinn,Estonia,59.43696,24.75353
Tallinn,Estonia,59.43696,24.75353
San Salvador,El Salvador,13.68935,-89.18718
San Salvador,El Salvador,13.68935,-89.18718
Santa Tecla,El Salvador,13.67694,-89.27972
Santa Tecla,El Salvador,13.67694,-89.27972
Alexandria,Egypt,31.21564,29.95527
Maadi - Cairo,Egypt,,
"Cairo, Heliopolis",Egypt,,
Cairo,Egypt,30.06263,31.24967
Alexandria,Egypt,31.21564,29.95527
Alexandria,Egypt,31.21564,29.95527
Alexandria,Egypt,31.21564,29.95527
Cairo,Egypt,30.06263,31.24967
Alexandria,Egypt,31.21564,29.95527
Cairo,Egypt,30.06263,31.24967
Quito,Ecuador,-0.22985,-78.52495
Loja,Ecuador,-3.99313,-79.20422
Quito,Ecuador,-0.22985,-78.52495
Quito,Ecuador,-0.22985,-78.52495
Copenhagen,Denmark,55.67594,12.56553
Copenhagen,Denmark,55.67594,12.56553
Frederiksberg C,Denmark,,
Frederiksberg,Denmark,55.67938,12.53463
Frederiksberg,Denmark,55.67938,12.53463
Frederiksberg,Denmark,55.67938,12.53463
Copenhagen,Denmark,55.67594,12.56553
Copenhagen,Denmark,55.67594,12.56553
Copenhagen,Denmark,55.67594,12.56553
Copenhagen,Denmark,55.67594,12.56553
Copenhagen,Denmark,55.67594,12.56553
Valby,Denmark,,
Roedovre,Denmark,,
Tasrup,Denmark,,
"Vanlose, Copenhagen",Denmark,,
Gentofte,Denmark,,
Soeborg,Denmark,,
S??borg,Denmark,,
Odense C,Denmark,,
Odense SV,Denmark,,
Odense M,Denmark,,
Jutland,Denmark,,
Arhus,Denmark,56.15674,10.21076
Aarhus,Denmark,,
Aarhus,Denmark,,
Tjele,Denmark,,
Tjele,Denmark,,
Tjelen,Denmark,,
Tjele,Denmark,,
8830 Tjele,Denmark,,
"Tjele, Jutland",Denmark,,
Tjele,Denmark,,
Tjele,Denmark,,
Tjele,Denmark,,
Tjele,Denmark,,
Tjele,Denmark,,
Aarhus,Denmark,,
Copenhagen K,Denmark,,
Copenhagen,Denmark,55.67594,12.56553
Copenhagen,Denmark,55.67594,12.56553
"Copenhagen, AZ",Denmark,,
GLOSTRUP,Denmark,55.66667,12.4
Copenhagen,Denmark,55.67594,12.56553
Bagsvaerd,Denmark,,
Odense M,Denmark,,
"Odense M, Fyn",Denmark,,
Herning,Denmark,56.13932,8.97378
"Aarhus, Midtjylland",Denmark,,
Tjele,Denmark,,
"Tjele, Tjele",Denmark,,
Tjele,Denmark,,
Allborg,Denmark,,
5000 Odense C  Fyn,Denmark,,
1871 Frederiksberg C,Denmark,,
Copenhagen NV,Denmark,,
Copenhagen,Denmark,55.67594,12.56553
Gentofte,Denmark,,
Roskilde,Denmark,55.64152,12.08035
Gentofte,Denmark,,
Herlev,Denmark,55.72366,12.43998
VALBY,Denmark,,
Ballerup,Denmark,55.73165,12.36328
Hilleroed,Denmark,,
Roskilde,Denmark,55.64152,12.08035
Gentofte,Denmark,,
Kongens Lyngby,Denmark,55.77044,12.50378
Charlottenlund,Denmark,55.75367,12.59181
Birkeroed,Denmark,,
Maaloev,Denmark,,
Copenhagen,Denmark,55.67594,12.56553
Odense,Denmark,55.39594,10.38831
H??rsholm,Denmark,,
Herlev,Denmark,55.72366,12.43998
Frederiksberg C,Denmark,,
Praha 10,Czech Republic,,
Prague 1,Czech Republic,,
Prague,Czech Republic,50.08804,14.42076
Prague,Czech Republic,50.08804,14.42076
Ostrava,Czech Republic,49.83465,18.28204
16300 Prague,Czech Republic,,
Prague,Czech Republic,50.08804,14.42076
Prague,Czech Republic,50.08804,14.42076
Nicosia,Cyprus,35.16667,33.36667
Strovolos,Cyprus,,
"Latsia, Nicosia",Cyprus,,
Nicosia,Cyprus,35.16667,33.36667
"Nicosia, AE",Cyprus,,
Nicosia,Cyprus,35.16667,33.36667
Nicosia,Cyprus,35.16667,33.36667
Nicosia,Cyprus,35.16667,33.36667
LIMASSOL,Cyprus,34.675,33.03333
Nicosia,Cyprus,35.16667,33.36667
Zagreb,Croatia,45.81444,15.97798
Zagreb,Croatia,45.81444,15.97798
Zagreb,Croatia,45.81444,15.97798
Zagreb,Croatia,45.81444,15.97798
Zagreb,Croatia,45.81444,15.97798
Zagreb,Croatia,45.81444,15.97798
MORAVIA,Costa Rica,,
,Costa Rica,,
San Jose,Costa Rica,10.95173,-85.1361
San jose,Costa Rica,10.95173,-85.1361
Bogota D.C,Colombia,,
Bogot?,Colombia,,
Bogota,Colombia,4.60971,-74.08175
"Cali, Valle",Colombia,,
Bogota,Colombia,4.60971,-74.08175
"Bucaramanga, Seleccio",Colombia,,
"Bogota, Cundinamarca",Colombia,,
Bogota D.C,Colombia,,
Sta Marta Magdalena,Colombia,,
Cali,Colombia,3.43722,-76.5225
Cali-Valle,Colombia,,
Bogota,Colombia,4.60971,-74.08175
Bogot?,Colombia,,
Tunja,Colombia,5.53528,-73.36778
Cali,Colombia,3.43722,-76.5225
Shanghai,China,31.22222,121.45806
Beijing,China,39.9075,116.39723
Beijing,China,39.9075,116.39723
Beijing,China,39.9075,116.39723
Beijing,China,39.9075,116.39723
Beijing,China,39.9075,116.39723
Shanghai,China,31.22222,121.45806
Shanghai,China,31.22222,121.45806
Guangzhou,China,23.11667,113.25
Guangzhou,China,23.11667,113.25
"Kowloon, Hong Kong",China,,
Hong Kong,China,,
MACAU,China,,
,China,,
"Sai Kung, Hong Kong",China,,
Beijing,China,39.9075,116.39723
Hong Kong,China,,
Hong Kong,China,,
Suzhou,China,39.74318,98.51736
Shanghai,China,31.22222,121.45806
Hong Kong,China,,
Hong Kong,China,,
Hong Kong,China,,
Beijing,China,39.9075,116.39723
Fuzhou,China,26.06139,119.30611
"Concepcion, Reg Biobi",Chile,,
SANTIAGO,Chile,-33.45694,-70.64827
Santiago,Chile,-33.45694,-70.64827
Santiago,Chile,-33.45694,-70.64827
Santiago,Chile,-33.45694,-70.64827
Santiago,Chile,-33.45694,-70.64827
Santiago,Chile,-33.45694,-70.64827
Georgetown,Cayman Islands,,
Victroria,Canada,,
Boston,Canada,,
Prince Albert,Canada,53.20008,-105.76772
St John's,Canada,,
St John's,Canada,,
St Johns',Canada,,
Dartmouth,Canada,44.67134,-63.57719
Halifax,Canada,44.64533,-63.57239
Halifax,Canada,44.64533,-63.57239
Wolfville,Canada,45.08345,-64.36546
Charlottetown,Canada,46.23525,-63.12671
Moncton,Canada,46.11594,-64.80186
Moncton,Canada,46.11594,-64.80186
Moncton,Canada,46.11594,-64.80186
Oromocte,Canada,,
Fredericton,Canada,45.94541,-66.66558
Fredericton,Canada,45.94541,-66.66558
Fredericton,Canada,45.94541,-66.66558
Fredericton,Canada,45.94541,-66.66558
Penobsquis,Canada,,
Sackville,Canada,45.91875,-64.38455
Sackville,Canada,45.91875,-64.38455
Scotch Lake,Canada,,
St-Jacques,Canada,,
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
Quebec,Canada,46.81228,-71.21454
St-Augustin,Canada,,
Mont Joli,Canada,,
Rimouski,Canada,48.44879,-68.52396
Rimouski,Canada,48.44879,-68.52396
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
"Montreal, QC",Canada,,
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Outremont,Canada,,
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Quebec,Canada,46.81228,-71.21454
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Montreal,Canada,45.50884,-73.58781
Verdun,Canada,,
Montreal,Canada,45.50884,-73.58781
St-Laurent,Canada,,
Laval,Canada,45.56995,-73.692
Laval,Canada,45.56995,-73.692
Laval,Canada,45.56995,-73.692
Laval,Canada,45.56995,-73.692
Brossard,Canada,45.45008,-73.46583
Kirkland,Canada,45.45008,-73.86586
Beaconsfield,Canada,45.43341,-73.86586
Quebec,Canada,46.81228,-71.21454
Sherbrooke,Canada,45.40008,-71.89908
Saint-Hyacinthe,Canada,45.61678,-72.94914
St-Hyacinthe,Canada,,
St. Jean Sur Richeliu,Canada,,
St-Jean sur Richelieu,Canada,,
Ste-Julie,Canada,,
Sainte-Anne-de-Bellevue,Canada,45.40618,-73.9456
Saint-Bruno-de-Montarville,Canada,45.53341,-73.34916
Longueuil,Canada,45.53121,-73.51806
Brossard,Canada,45.45008,-73.46583
Brossard,Canada,45.45008,-73.46583
Saint-Colomban,Canada,,
Deux-Montagnes,Canada,45.53455,-73.90168
Les Cedres,Canada,45.30008,-74.04922
Saint Lazare,Canada,,
Saint Lazare,Canada,,
Gatineau,Canada,45.47723,-75.70164
Gatineau,Canada,45.47723,-75.70164
Kemptville,Canada,,
Harrowsmith,Canada,,
Ottawa,Canada,45.41117,-75.69812
Gatineau,Canada,45.47723,-75.70164
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottowa,Canada,,
Ottawa,Canada,45.41117,-75.69812
OTTAWA,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Arnprior,Canada,45.43341,-76.34939
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Edmonton,Canada,53.55014,-113.46871
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Nepean,Canada,,
Nepean,Canada,,
Ottawa,Canada,45.41117,-75.69812
Kanata,Canada,,
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Stittsville,Canada,,
Canata,Canada,,
Kanata,Canada,,
Russell,Canada,,
Kingston,Canada,44.22976,-76.48098
Kingston,Canada,44.22976,-76.48098
Kingston,Canada,44.22976,-76.48098
Kingston,Canada,44.22976,-76.48098
Peterborough,Canada,44.30012,-78.31623
Peterborough,Canada,44.30012,-78.31623
Peterborough,Canada,44.30012,-78.31623
Peterborough,Canada,44.30012,-78.31623
Oshawa,Canada,43.90012,-78.84957
Pickering,Canada,43.90012,-79.13289
St. Catharines,Canada,43.16681,-79.24958
St. Catharines,Canada,43.16681,-79.24958
St. Catharines,Canada,43.16681,-79.24958
Markham,Canada,43.86682,-79.2663
Richmond Hill,Canada,43.87111,-79.43725
Richmond Hill,Canada,43.87111,-79.43725
Richmond Hill,Canada,43.87111,-79.43725
Thornhill,Canada,,
Woodbridge,Canada,,
Barrie,Canada,,
Mississaugua,Canada,,
Mississauga,Canada,43.5789,-79.6583
Mississauga,Canada,43.5789,-79.6583
Mississauga,Canada,43.5789,-79.6583
Mississauga,Canada,43.5789,-79.6583
Mississauga,Canada,43.5789,-79.6583
Mississauga,Canada,43.5789,-79.6583
Mississaugua,Canada,,
"Mississauga, Ontario",Canada,,
Markham,Canada,43.86682,-79.2663
Oakville,Canada,43.45011,-79.68292
BRAMPTON,Canada,43.68341,-79.76633
Brampton,Canada,43.68341,-79.76633
King City,Canada,,
Bolton,Canada,,
Hamilton,Canada,43.25011,-79.84963
Toronto,Canada,43.70011,-79.4163
Hamilton,Canada,43.25011,-79.84963
Hamilton,Canada,43.25011,-79.84963
Dundas,Canada,,
Milton,Canada,,
Milton,Canada,,
Toronto,Canada,43.70011,-79.4163
Scarborough,Canada,,
Scarborough,Canada,,
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Scarborough,Canada,,
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
North York,Canada,43.76681,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
"North York, Toronto",Canada,,
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
North York,Canada,43.76681,-79.4163
Downsview,Canada,,
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
York Mills,Canada,,
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
TORONTO,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
"Toronto,Ontario",Canada,,
Tobermory,Canada,45.25007,-81.66647
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
GUELPH,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Guelph,Canada,43.5501,-80.24967
Waterloo,Canada,45.35008,-72.51582
Waterloo,Canada,45.35008,-72.51582
Kitchener,Canada,43.42537,-80.5112
Kitchener,Canada,43.42537,-80.5112
Kitchner,Canada,,
Ingersoll,Canada,43.03339,-80.88302
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
London,Canada,42.98339,-81.23304
GD Restoule,Canada,,
Copper Cliff,Canada,,
North Bay,Canada,46.3168,-79.46633
Bracebridge,Canada,45.03341,-79.31633
Timmins,Canada,48.46686,-81.33312
Sault Ste. Marie,Canada,46.51677,-84.33325
Sault Ste. Marie,Canada,46.51677,-84.33325
Sault Ste Marie,Canada,,
Sault Sainte Marie,Canada,,
Thunder Bay,Canada,48.4001,-89.31683
Kakabeka Falls,Canada,,
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Winnipeg,Canada,49.8844,-97.14704
Regina,Canada,50.45008,-104.6178
Saskatchewan,Canada,,
REGINA,Canada,50.45008,-104.6178
Regina,Canada,50.45008,-104.6178
Regina,Canada,50.45008,-104.6178
Regina,Canada,50.45008,-104.6178
Saskatoon,Canada,52.11679,-106.63452
Saskatoon,Canada,52.11679,-106.63452
Saskatoon,Canada,52.11679,-106.63452
Saskatoon,Canada,52.11679,-106.63452
Saskatoon,Canada,52.11679,-106.63452
Saskatoon,Canada,52.11679,-106.63452
Saskatoon,Canada,52.11679,-106.63452
Jasper,Canada,,
Millarville,Canada,,
Lethbridge,Canada,49.69999,-112.81856
Banff,Canada,51.17622,-115.56982
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
CALGARY,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Calgary,Canada,51.05011,-114.08529
Cochrane,Canada,51.18341,-114.46871
Beaumont,Canada,53.35013,-113.41871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
"Edmonton, Alberta",Canada,,
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Edmonton,Canada,53.55014,-113.46871
Hinton,Canada,53.40009,-117.58567
Hinton,Canada,53.40009,-117.58567
Sherwood Park,Canada,53.51684,-113.3187
Leduc,Canada,53.26682,-113.55201
Vermilion,Canada,53.36686,-110.85166
Whistler,Canada,50.1164,-122.96946
Ucluelet,Canada,48.93291,-125.55283
Nelson,Canada,49.49985,-117.28553
Nelson,Canada,49.49985,-117.28553
Kelwona,Canada,,
Kelowna,Canada,49.88307,-119.48568
Prince George,Canada,53.9166,-122.75301
Prince George,Canada,53.9166,-122.75301
Prince George,Canada,53.9166,-122.75301
Langley,Canada,49.09967,-122.6526
Coquitlam,Canada,49.28297,-122.75262
Delta,Canada,49.14399,-122.9068
Delta,Canada,49.14399,-122.9068
Oyama,Canada,,
Burnaby,Canada,49.26636,-122.95263
Burnaby,Canada,49.26636,-122.95263
Burnaby,Canada,49.26636,-122.95263
Burnaby,Canada,49.26636,-122.95263
Burnaby,Canada,49.26636,-122.95263
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
"Vancouver, BC",Canada,,
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Richmond,Canada,45.66677,-72.1491
Vacouver,Canada,,
Burnaby,Canada,49.26636,-122.95263
Vancouver,Canada,49.24966,-123.11934
Richmond,Canada,45.66677,-72.1491
North Vancouver,Canada,49.31636,-123.06934
North Vancouver,Canada,49.31636,-123.06934
North Vancouver,Canada,49.31636,-123.06934
West Vancouver,Canada,,
West Vancouver,Canada,,
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Sidney,Canada,,
Saanichton,Canada,,
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Victoria,Canada,48.43294,-123.3693
Courtenay,Canada,49.68657,-124.9936
Courtenay,Canada,49.68657,-124.9936
Yellowknife,Canada,62.456,-114.35255
Dawson City,Canada,,
Whitehorse,Canada,60.71611,-135.05375
"Whitehorse, Yukon",Canada,,
Calgary,Canada,51.05011,-114.08529
,Canada,,
Burnaby,Canada,49.26636,-122.95263
,Canada,,
Mississauga,Canada,43.5789,-79.6583
Vancouver,Canada,49.24966,-123.11934
Ottawa,Canada,45.41117,-75.69812
Toronto,Canada,43.70011,-79.4163
Beaconsfield,Canada,45.43341,-73.86586
Montreal,Canada,45.50884,-73.58781
Toronto,Canada,43.70011,-79.4163
Montreal,Canada,45.50884,-73.58781
Oakville,Canada,43.45011,-79.68292
Edmonton,Canada,53.55014,-113.46871
Ottawa,Canada,45.41117,-75.69812
Toronto,Canada,43.70011,-79.4163
North Bay,Canada,46.3168,-79.46633
Calgary,Canada,51.05011,-114.08529
Montreal,Canada,45.50884,-73.58781
Vancouver,Canada,49.24966,-123.11934
Rosslyn,Canada,,
St-Hyacinthe,Canada,,
Waterloo,Canada,45.35008,-72.51582
Strathroy,Canada,,
Burlington,Canada,43.38621,-79.83713
Victoria,Canada,48.43294,-123.3693
Vancouver,Canada,49.24966,-123.11934
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Edmonton,Canada,53.55014,-113.46871
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Waterloo,Canada,45.35008,-72.51582
Moncton,Canada,46.11594,-64.80186
Montreal,Canada,45.50884,-73.58781
Ottawa,Canada,45.41117,-75.69812
Toronto,Canada,43.70011,-79.4163
South Porcupine,Canada,,
Chelsea,Canada,,
Victoria,Canada,48.43294,-123.3693
Brantford,Canada,43.1334,-80.26636
Calgary,Canada,51.05011,-114.08529
Montreal,Canada,45.50884,-73.58781
St. Johns,Canada,,
Windsor,Canada,44.98345,-64.13204
Guelph,Canada,43.5501,-80.24967
St. Andrews,Canada,,
Delta,Canada,49.14399,-122.9068
Toronto,Canada,43.70011,-79.4163
Mississauga,Canada,43.5789,-79.6583
Winnipeg,Canada,49.8844,-97.14704
Scarborough,Canada,,
Prince George,Canada,53.9166,-122.75301
Calgary,Canada,51.05011,-114.08529
