"RowID","uniqueID","zipRange","homeOwner","NUMCHLD","INCOME","gender","WEALTH","HV","Icmed","Icavg","IC15","NUMPROM","RAMNTALL","MAXRAMNT","LASTGIFT","totalmonths","TIMELAG","AVGGIFT","Y1_Donation","Y2_DonatedAmt"
2531,"donor18778","40000-59999","Yes",1,4,"MALE",1,720,340,362,17,69,121,5,3,37,3,2.813953488,"No",0
2532,"donor18783","40000-59999","No",1,3,"FEMALE",8,753,404,368,21,21,20,15,15,35,7,10,"No",0
2533,"donor22657-16","20000-39999","Yes",1,2,"FEMALE",5,474,278,292,30,67,249,16,10,29,4,11.31818182,"No",0
2534,"donor18805","20000-39999","No",1,4,"FEMALE",8,2045,312,450,22,15,20,20,20,37,NA,20,"No",0
2535,"donor18813","40000-59999","Yes",2,3,"MALE",8,392,129,189,56,23,65,25,25,28,9,21.66666667,"No",0
2536,"donor18817","20000-39999","Yes",1,3,"MALE",4,870,299,346,11,41,61,20,NA,29,11,12.2,"Yes",10
2537,"donor18822","20000-39999","Yes",1,4,"MALE",8,1371,626,629,0,27,92,27,20,34,4,23,"No",0
2538,"donor18823",NA,"Yes",1,2,"FEMALE",8,603,297,343,14,58,NA,15,15,37,6,8.875,"No",0
2539,"donor18834","80000-99999","Yes",1,2,"MALE",8,1300,261,325,18,33,66,15,15,28,7,11,"No",0
2540,"donor18838","80000-99999","Yes",1,7,"FEMALE",9,5101,1299,1158,1,70,103.07,16,15,34,5,7.362142857,"No",0
2541,"donor18854","80000-99999",NA,1,7,"MALE",7,801,338,427,8,56,109,11,10,31,9,6.411764706,"Yes",7
2542,"donor18867","80000-99999","Yes",1,6,"MALE",8,1393,319,392,15,32,36,20,20,37,3,12,"No",0
2543,"donor18869","20000-39999","No",1,6,"MALE",9,1314,548,578,6,40,104,20,18,29,4,14.85714286,"No",0
2544,"donor18872","60000-79999","Yes",1,4,"MALE",8,422,192,256,40,69,61,6,6,31,14,3.210526316,"Yes",3
2545,"donor18894","60000-79999","Yes",1,5,"FEMALE",8,1518,585,572,0,NA,65,20,20,30,4,13,"Yes",15
2546,"donor18897","00000-19999","Yes",1,4,"FEMALE",NA,1273,380,426,10,44,104,11,11,29,10,8.666666667,"No",0
2547,"donor18899",NA,"Yes",1,4,"MALE",8,1205,510,588,2,27,72,40,22,33,5,24,"No",0
2548,"donor18903","40000-59999","Yes",1,2,"FEMALE",4,526,184,246,39,51,71,7,7,19,5,5.916666667,"Yes",8
2549,"donor18905","20000-39999","Yes",1,6,"FEMALE",1,521,259,291,25,77,199,15,12,34,5,9.95,"Yes",10
2550,"donor18907","20000-39999","Yes",1,2,"MALE",8,1062,382,478,7,35,49,8,6,30,3,4.9,"Yes",5
2551,"donor98768-75","20000-39999","Yes",1,4,"FEMALE",8,746,368,399,14,57,70,5,5,31,3,5,"No",0
2552,"donor18916","60000-79999","Yes",1,4,"MALE",8,569,315,329,16,NA,130,20,10,36,2,13,"Yes",14
2553,"donor18932","20000-39999","No",1,2,"MALE",4,764,308,382,9,69,757,NA,50,29,4,19.41025641,"No",0
2554,"donor18969","80000-99999","Yes",1,5,"FEMALE",6,2856,456,522,8,63,175,25,25,28,3,12.5,"No",0
2555,"donor18971","40000-59999","Yes",1,NA,"FEMALE",8,852,441,469,7,63,64,10,10,31,14,4.266666667,"Yes",10
2556,"donor18978","80000-99999","Yes",1,6,"FEMALE",8,2823,643,728,4,24,35,15,15,34,5,11.66666667,"Yes",10
2557,"donor18989","80000-99999","No",1,2,"MALE",8,1746,294,359,21,23,41,10,6,30,5,8.2,"No",0
2558,"donor18991","40000-59999","Yes",1,5,"MALE",1,371,234,295,32,47,55,10,7,31,16,6.111111111,"Yes",9
2559,"donor18992","80000-99999","No",1,1,"FEMALE",6,4127,701,797,4,66,188,15,10,31,4,10.44444444,"Yes",10
2560,"donor18999","60000-79999","Yes",1,7,"MALE",7,672,423,480,4,94,221.09,15,10,33,6,8.8436,"No",0
2561,"donor19016","80000-99999","Yes",1,4,"MALE",4,940,355,384,10,42,57,15,15,31,19,9.5,"Yes",13
2562,"donor19024","60000-79999",NA,1,2,"FEMALE",6,441,340,381,13,58,67,7,5,31,4,4.785714286,"Yes",20
2563,"donor19032","20000-39999","Yes",1,2,"FEMALE",1,455,194,215,18,69,94,10,3,28,20,3.357142857,"Yes",5
2564,"donor19036","60000-79999",NA,2,5,"MALE",8,1259,660,663,0,22,20,15,15,37,8,10,"No",0
2565,"donor19048","80000-99999","No",1,1,"MALE",3,2356,318,376,25,78,265,20,20,31,3,10.6,"Yes",10
2566,"donor19053","80000-99999","Yes",1,1,"MALE",8,626,383,404,NA,64,111,7,4,31,5,4.826086957,"Yes",5
2567,"donor19061","20000-39999","Yes",1,3,"MALE",8,610,310,359,17,64,105,15,10,30,6,8.076923077,"No",0
2568,"donor19067","80000-99999","Yes",1,4,"MALE",1,1110,368,409,17,53,71,15,15,34,4,8.875,"No",0
2569,"donor19069","20000-39999","Yes",1,5,"MALE",8,456,281,323,4,47,47,10,10,28,2,5.875,"No",0
2570,"donor19072","40000-59999","No",4,4,"FEMALE",7,1060,508,550,0,36,60,7,5,29,4,5,"No",0
2571,"donor19080","80000-99999","No",1,2,"MALE",8,3206,430,523,9,26,33,11,10,34,7,8.25,"Yes",20
2572,"donor12478-14","60000-79999","Yes",1,6,"MALE",8,824,471,516,0,16,20,20,20,37,5,20,"No",0
2573,"donor19085","40000-59999","Yes",1,4,NA,2,637,231,277,25,57,86,16,16,34,25,12.28571429,"No",0
2574,"donor19088","80000-99999","Yes",1,2,"MALE",9,452,234,243,30,62,113,15,12,33,3,10.27272727,"Yes",13
2575,"donor19089","40000-59999","Yes",1,4,"FEMALE",8,731,268,324,26,31,40.5,15,7.5,36,5,10.125,"No",0
2576,"donor19090","40000-59999","Yes",1,3,"FEMALE",1,561,296,369,20,89,121,10,10,28,3,6.368421053,"Yes",10
2577,"donor19095","60000-79999","Yes",1,5,"FEMALE",8,914,467,518,10,62,217,20,20,31,27,13.5625,"No",0
2578,"donor19104","40000-59999","Yes",1,5,"FEMALE",8,673,297,321,10,30,90,35,35,35,9,30,"Yes",50
2579,"donor19106","80000-99999","Yes",1,4,"MALE",8,4978,664,770,0,24,26,16,16,36,11,13,"Yes",16
2580,"donor19112","20000-39999","Yes",1,5,"MALE",8,641,306,354,20,20,35,35,35,37,5,35,"No",0
2581,"donor19113","60000-79999","Yes",1,7,"FEMALE",NA,NA,404,412,12,69,208,20,15,37,15,13,"No",0
2582,"donor19130","80000-99999","Yes",1,4,"FEMALE",8,643,355,384,10,43,118,20,10,18,3,13.11111111,"Yes",13
2583,"donor19132","80000-99999","No",1,3,"MALE",8,477,208,269,30,42,61,10,10,30,9,7.625,"Yes",9
2584,"donor19156","20000-39999","Yes",1,4,"MALE",5,1622,370,465,18,70,99,7,6,31,15,4.95,"Yes",4
2585,"donor19162","60000-79999","Yes",1,4,"FEMALE",2,524,234,305,31,76,162,14,12,36,5,9.529411765,"Yes",0
2586,"donor19164","80000-99999","No",1,4,"MALE",8,1306,449,460,7,55,110,15,10,28,19,9.166666667,"Yes",11
2587,"donor51865-37","40000-59999","Yes",1,4,"MALE",2,NA,279,315,18,77,143,15,0,24,6,9.533333333,"Yes",10
2588,"donor19186","40000-59999","No",1,2,"MALE",8,612,415,399,10,58,84,6,6,35,5,5.25,"Yes",6
2589,"donor19187","60000-79999","Yes",1,4,"MALE",7,534,286,356,19,59,184,11,9,31,4,7.076923077,"Yes",5
2590,"donor19233","60000-79999","No",1,2,NA,8,NA,279,350,7,36,40,10,5,32,3,5.714285714,"No",0
2591,"donor19250","40000-59999","Yes",1,4,"MALE",8,506,338,358,14,44,147,12,10,34,18,9.1875,"No",0
2592,"donor19252","20000-39999","Yes",1,4,"MALE",8,0,0,0,0,46,66,20,NA,28,3,6,"Yes",1
2593,"donor19253","60000-79999","Yes",1,4,"MALE",8,292,259,291,21,58,54,5,5,30,11,3.6,"No",0
2594,"donor30759-93","60000-79999","Yes",1,4,"FEMALE",5,627,340,369,20,59,149,15,NA,28,3,9.933333333,"No",0
2595,"donor19269","80000-99999","No",1,3,"MALE",1,1567,342,464,16,34,55,5,5,29,14,5,"Yes",5
2596,"donor19287","60000-79999","Yes",1,4,"MALE",8,446,261,298,21,23,30,15,15,35,1,10,"No",0
2597,"donor19297","80000-99999","Yes",1,4,"FEMALE",4,0,0,0,0,66,133.75,17.5,17.5,30,2,8.359375,"No",0
2598,"donor19305","60000-79999","Yes",1,6,"FEMALE",0,693,225,284,29,87,131,8,5,34,4,3.852941177,"No",0
2599,"donor19312",NA,"Yes",1,4,"MALE",8,840,394,433,8,40,50,10,9,35,19,8.333333333,"No",0
2600,"donor19313","40000-59999","Yes",4,7,"FEMALE",8,1688,736,758,3,29,47,17,17,33,8,15.66666667,"No",0
2601,"donor19321","40000-59999","Yes",2,5,"MALE",2,459,280,306,23,57,271,35,35,31,8,24.63636364,"No",0
2602,"donor19326","80000-99999","No",1,2,"MALE",8,574,180,340,36,24,33,11,7,31,5,6.6,"No",0
2603,"donor19328","40000-59999","No",1,1,"MALE",8,703,429,501,0,21,25,10,10,30,6,8.333333333,"No",0
2604,"donor19344","40000-59999","Yes",1,2,"MALE",8,502,388,463,3,16,26,16,16,28,8,13,"Yes",20
2605,"donor19345","60000-79999","Yes",1,5,"MALE",8,1244,649,700,0,54,73,7,7,30,12,5.214285714,"Yes",5
2606,"donor19353","80000-99999","Yes",1,5,"FEMALE",8,1209,490,564,9,15,20,20,20,37,5,20,"Yes",10
2607,"donor19381","80000-99999","Yes",1,5,"FEMALE",9,4023,821,872,0,67,64,15,15,37,7,6.4,"Yes",15
2608,"donor19382","60000-79999","Yes",NA,4,"MALE",0,NA,170,226,46,73,99,7,5,31,8,4.714285714,"No",0
2609,"donor19393","60000-79999","Yes",1,3,"MALE",NA,303,NA,281,43,30,35,10,10,31,8,7,"Yes",7
2610,"donor19407","80000-99999","Yes",1,6,"FEMALE",8,675,311,338,26,24,26,10,8,31,6,6.5,"Yes",10
2611,"donor19409","20000-39999","Yes",1,5,"FEMALE",8,445,254,286,26,17,25,25,25,37,5,25,"No",0
2612,"donor19412","40000-59999","Yes",1,2,NA,3,330,288,316,28,50,106,6,5,29,3,4.608695652,"Yes",5
2613,"donor19413","60000-79999","Yes",1,4,"MALE",8,641,399,410,7,14,15,15,15,36,5,15,"No",0
2614,"donor19416","80000-99999","No",1,5,"FEMALE",2,1071,327,380,8,50,173,25,10,31,4,13.30769231,"Yes",12
2615,"donor19418","80000-99999","Yes",1,3,"FEMALE",8,1156,322,386,15,18,25,25,25,37,5,25,"Yes",25
2616,"donor19429","60000-79999","No",1,3,"MALE",8,985,459,513,11,26,66,13,9,30,2,8.25,"Yes",8
2617,"donor30011-76","80000-99999","Yes",1,NA,"FEMALE",8,4825,1050,1009,1,23,36,11,10,31,4,9,"No",0
2618,"donor19455","80000-99999","Yes",1,5,"MALE",0,740,194,252,39,41,62,11,11,32,11,8.857142857,"Yes",10
2619,"donor19467","80000-99999","Yes",1,2,"FEMALE",1,0,246,291,20,102,180.5,21,4,28,4,5.640625,"No",0
2620,"donor19469","80000-99999","Yes",1,6,"MALE",9,2504,837,867,1,61,102,20,17,32,4,10.2,"No",0
2621,"donor19476",NA,"No",1,5,"MALE",8,987,540,612,20,44,68,10,10,29,14,7.555555556,"No",0
2622,"donor19493","80000-99999","Yes",1,4,"MALE",8,1076,257,289,29,27,47,15,15,37,0,6.714285714,"Yes",10
2623,"donor19500","20000-39999","Yes",1,5,"MALE",8,1758,490,671,13,26,29,5,4,31,3,4.142857143,"Yes",4
2624,"donor19505","80000-99999","Yes",1,1,"FEMALE",8,1089,442,539,5,24,26,16,16,37,11,13,"No",0
2625,"donor19536","80000-99999","Yes",1,4,"MALE",8,2628,417,444,17,21,25,20,20,29,8,12.5,"Yes",9
2626,"donor19544","40000-59999","Yes",NA,NA,"MALE",8,704,311,351,21,37,88,9,5,17,6,6.285714286,"Yes",7
2627,"donor19547","20000-39999","No",1,2,"MALE",8,622,283,315,24,24,33,10,10,29,NA,6.6,"Yes",5
2628,"donor19554","80000-99999","Yes",1,4,"MALE",8,1934,353,381,18,15,20,NA,20,37,5,20,"Yes",20
2629,"donor19562","40000-59999","Yes",1,4,"FEMALE",8,464,318,357,10,24,31,7,7,31,5,6.2,"No",0
2630,"donor19574","80000-99999","Yes",1,4,"MALE",8,2478,561,610,2,25,65,25,25,35,4,21.66666667,"Yes",10
2631,"donor19581","80000-99999",NA,1,1,"MALE",3,1126,451,472,9,121,273,17,16,28,8,10.5,"Yes",32
2632,"donor19585","80000-99999","Yes",1,5,"MALE",7,1025,386,435,8,74,173,21,21,28,12,11.53333333,"Yes",20
2633,"donor19587","80000-99999","No",1,3,"MALE",8,1005,412,476,6,88,384,12,8,17,6,7.836734694,"Yes",7
2634,"donor19589","80000-99999","Yes",1,4,"FEMALE",8,2230,416,533,9,14,21,21,21,36,5,21,"No",0
2635,"donor19595","80000-99999","No",1,1,"FEMALE",7,708,249,303,26,61,150,16,16,31,13,11.53846154,"Yes",14
2636,"donor19596","20000-39999","Yes",1,4,"FEMALE",9,1332,561,646,0,42,135,50,25,29,3,27,"No",0
2637,"donor19597","80000-99999","Yes",1,4,"MALE",8,NA,584,617,11,30,60,9,6,30,1,6.666666667,"Yes",10
2638,"donor19607","80000-99999","Yes",1,2,"FEMALE",8,1801,405,466,15,23,55,15,15,29,6,13.75,"Yes",196
2639,"donor19618","80000-99999","Yes",2,4,"FEMALE",8,1011,426,537,NA,39,46,20,16,36,29,15.33333333,"No",0
2640,"donor19627","60000-79999","Yes",1,6,"MALE",8,957,442,537,3,51,133,17,14,31,3,13.3,"Yes",15
2641,"donor19646","40000-59999","Yes",1,NA,"MALE",8,536,299,332,13,33,62,17,17,33,12,15.5,"No",0
2642,"donor19647","60000-79999","Yes",4,5,"MALE",8,797,337,391,19,30,45,10,7,31,8,6.428571429,"Yes",6
2643,"donor19652","60000-79999","No",1,6,"FEMALE",8,NA,378,408,2,66,105,13,13,34,10,8.076923077,"No",0
2644,"donor19655","60000-79999","Yes",1,6,"FEMALE",7,643,349,382,13,77,427,50,42,35,5,30.5,"No",0
2645,"donor19669","60000-79999","Yes",1,1,"MALE",4,556,265,356,19,74,311,25,15,37,14,12.44,"No",0
2646,"donor19677","20000-39999","Yes",1,4,"FEMALE",8,577,NA,319,16,36,133,15,15,NA,3,11.08333333,"No",0
2647,"donor19679","80000-99999","Yes",2,6,NA,8,2526,413,456,15,26,35,10,10,31,5,NA,"Yes",12
2648,"donor19681","60000-79999","Yes",1,5,"FEMALE",9,1240,766,787,2,40,50,17,17,33,12,12.5,"No",0
2649,"donor19690","60000-79999","No",1,1,"FEMALE",8,317,264,311,22,25,32,10,10,35,5,8,"No",0
2650,"donor19697","20000-39999","Yes",1,5,"FEMALE",4,615,323,323,23,55,149,15,10,32,3,10.64285714,"Yes",12
2651,"donor19702","40000-59999","Yes",1,2,"MALE",0,549,302,337,15,99,158.5,NA,10,28,3,6.891304348,"No",0
2652,"donor19703",NA,"Yes",1,3,NA,8,449,360,373,13,31,50,5,5,29,3,4.545454546,"Yes",4
2653,"donor19704","60000-79999","Yes",1,2,"MALE",3,307,257,280,36,29,40,20,20,NA,23,20,"No",99
2654,"donor19711","60000-79999","No",1,1,"FEMALE",8,319,232,267,32,30,87,15,9,31,5,7.909090909,"Yes",8
2655,"donor19717","60000-79999","Yes",1,7,"MALE",6,653,453,487,13,57,161,22,22,31,6,11.5,"Yes",10
2656,"donor19721","60000-79999","Yes",1,4,"FEMALE",2,414,236,266,28,39,NA,20,20,37,6,15.11111111,"No",0
2657,"donor19736","60000-79999","Yes",1,3,"MALE",8,346,206,209,33,30,53,13,11,32,4,8.833333333,"Yes",13
2658,"donor19737","60000-79999","Yes",2,2,"FEMALE",8,309,279,330,12,23,35,15,10,29,6,11.66666667,"No",0
2659,"donor19764","60000-79999","Yes",1,7,"FEMALE",9,4019,1158,1108,4,65,75,10,5,30,12,5.357142857,"Yes",5
2660,"donor19767","20000-39999","No",1,3,"MALE",3,557,224,269,25,76,214,10,9,31,5,8.916666667,"No",0
2661,"donor19782","80000-99999","No",1,1,"MALE",8,1193,441,486,12,30,80,35,35,29,12,26.66666667,"No",0
2662,"donor19787","20000-39999","Yes",1,2,NA,4,392,220,280,32,70,67,NA,10,31,8,3.52631579,"Yes",5
2663,"donor19791","20000-39999","No",1,4,"MALE",7,1113,375,452,6,53,84,20,15,29,13,12,"No",0
2664,"donor19793","20000-39999","Yes",1,3,"FEMALE",8,774,386,423,12,26,35,7,7,31,1,5.833333333,"No",0
2665,"donor19800","20000-39999","Yes",1,6,"MALE",8,1615,556,609,3,44,116,20,15,29,11,14.5,"No",0
2666,"donor19802","20000-39999","Yes",1,5,"MALE",4,654,356,352,15,57,160,33,25,NA,3,14.54545455,"No",0
2667,"donor19808","40000-59999","No",1,3,"MALE",7,706,377,418,15,87,217,25,15,28,10,11.42105263,"No",0
2668,"donor19809","20000-39999","Yes",1,4,"MALE",5,858,314,372,11,68,199,10,7,35,3,6.21875,"Yes",9
2669,"donor19814","20000-39999","Yes",1,5,"FEMALE",2,369,249,282,23,42,136,20,NA,29,4,12.36363636,"No",0
2670,"donor19816","40000-59999","Yes",1,6,"MALE",2,594,354,381,11,58,73,5,5,NA,1,2.35483871,"No",0
2671,"donor19818","80000-99999","Yes",1,3,"MALE",8,1397,528,606,8,57,71,10,7,33,6,7.1,"Yes",20
2672,"donor19824",NA,"Yes",1,1,"MALE",8,758,482,539,0,22,29,10,9,30,3,7.25,"No",0
2673,"donor19825","60000-79999","No",1,1,"FEMALE",8,394,186,222,31,46,38,5,5,30,2,3.166666667,"Yes",3
2674,"donor19833","40000-59999","Yes",1,6,"FEMALE",8,910,395,518,0,54,75,8,8,28,3,6.818181818,"No",0
2675,"donor19846","60000-79999","No",1,5,"MALE",3,376,284,365,21,60,102,6,3,30,7,3.4,"No",0
2676,"donor19851","60000-79999","Yes",1,2,"MALE",8,278,NA,256,25,48,48,10,5,31,9,5.333333333,"No",0
2677,"donor19852","60000-79999","Yes",1,4,"FEMALE",8,1082,513,528,7,60,91,10,10,31,7,7.583333333,"Yes",10
2678,"donor19861","40000-59999","Yes",1,5,"MALE",8,856,422,437,5,35,55,30,30,37,12,18.33333333,"No",0
2679,"donor19867","80000-99999","No",1,2,"MALE",8,1519,359,408,18,26,38,10,8,28,1,6.333333333,"Yes",11
2680,"donor19905","80000-99999","Yes",2,3,"FEMALE",7,3337,516,597,4,46,116,10,10,31,5,6.444444444,"Yes",10
2681,"donor19914","60000-79999","Yes",1,3,"MALE",8,880,401,417,6,55,53,6,4,30,5,4.076923077,"Yes",4
2682,"donor64453-54","20000-39999","No",1,6,"FEMALE",9,NA,533,605,1,42,67,25,20,33,24,16.75,"No",0
2683,"donor19957","40000-59999","Yes",1,5,"FEMALE",NA,1037,531,546,5,66,145,25,10,NA,6,9.666666667,"Yes",10
2684,"donor19958","60000-79999","Yes",1,5,"FEMALE",8,278,252,297,22,15,15,15,15,37,5,15,"Yes",10
2685,"donor19962","80000-99999","No",1,4,"FEMALE",NA,642,283,323,14,50,65,20,20,29,13,10.83333333,"Yes",74
2686,"donor19965","40000-59999","Yes",1,4,"FEMALE",8,432,200,252,36,39,67,10,7,29,8,5.583333333,"Yes",5
2687,"donor19984","80000-99999","No",1,3,"MALE",6,644,331,364,17,103,173,8,5,17,2,5.088235294,"Yes",5
2688,"donor19988","20000-39999","Yes",1,4,"MALE",8,916,436,483,7,63,137,10,5,18,5,6.227272727,"No",0
2689,"donor19995","80000-99999","No",1,3,"MALE",NA,1562,555,548,5,33,50,5,4,32,1,4.166666667,"Yes",4
2690,"donor20021","80000-99999","Yes",1,4,"FEMALE",8,1369,329,355,28,22,27,11,11,31,3,6.75,"Yes",9
2691,"donor20028","60000-79999","Yes",1,2,"FEMALE",4,553,261,301,21,69,201,18,14,35,NA,11.82352941,"Yes",15
2692,"donor20030","20000-39999","No",2,5,"FEMALE",8,1263,310,472,26,22,35,20,20,32,5,17.5,"Yes",21
2693,"donor20031","20000-39999","Yes",3,5,"FEMALE",7,1273,527,568,6,62,94,12,12,31,9,9.4,"No",0
2694,"donor20034","80000-99999","Yes",1,5,"MALE",8,2083,296,356,19,40,57,10,10,30,9,7.125,"Yes",5
2695,"donor20036","20000-39999","Yes",1,1,"MALE",8,705,238,383,29,20,20,15,15,37,5,10,"Yes",17
2696,"donor20037","80000-99999","No",1,2,"MALE",4,1774,375,424,6,61,161,5,5,31,11,4.6,"No",0
2697,"donor20038","60000-79999","Yes",2,3,"FEMALE",6,882,432,471,6,67,80.25,9,NA,29,12,4.720588235,"Yes",10
2698,"donor20056","80000-99999","Yes",1,5,"FEMALE",8,2322,302,322,20,26,50,25,25,36,5,25,"Yes",25
2699,"donor20080","80000-99999","Yes",1,4,"MALE",8,1019,NA,NA,1,29,45,20,20,37,7,15,"No",0
2700,"donor20086","60000-79999","Yes",1,3,"FEMALE",1,994,481,520,0,51,206,26,25,36,13,20.6,"No",0
2701,"donor20105","80000-99999","Yes",1,NA,"FEMALE",8,705,205,257,39,35,60,10,10,33,5,7.5,"No",0
2702,"donor20114","40000-59999","Yes",2,5,"MALE",8,830,538,571,3,34,55,8,8,30,3,6.111111111,"No",0
2703,"donor27910-1","40000-59999","Yes",1,1,"MALE",5,594,322,378,20,53,NA,15,10,29,24,11,"No",0
2704,"donor20122","80000-99999","Yes",1,4,"MALE",8,782,460,453,10,54,111,20,20,28,4,12.33333333,"Yes",20
2705,"donor20131","20000-39999","Yes",1,NA,"MALE",8,1497,NA,652,7,15,20,20,20,37,5,20,"Yes",20
2706,"donor20133","80000-99999","Yes",1,4,"MALE",5,694,365,375,8,141,201,NA,8,17,6,3.589285714,"Yes",12
2707,"donor20146","60000-79999","Yes",2,2,"MALE",8,653,325,354,15,72,76,5,2,30,15,4,"Yes",4
2708,"donor20157","20000-39999","Yes",1,4,"MALE",1,485,182,218,40,73,110,10,10,28,5,6.111111111,"No",0
2709,"donor20171","80000-99999","Yes",1,4,"MALE",8,352,143,166,53,39,86,10,10,32,4,7.166666667,"No",0
2710,"donor20176","20000-39999","Yes",1,2,"FEMALE",8,439,259,286,25,62,59,6,4,29,3,3.6875,"Yes",5
2711,"donor20181","20000-39999","Yes",1,4,"MALE",5,1330,547,648,3,44,49,5,4,31,1,3.5,"Yes",40
2712,"donor20188","80000-99999","Yes",1,NA,"MALE",1,772,235,300,31,71,186,25,10,36,9,13.28571429,"Yes",20
2713,"donor20198","80000-99999","No",1,2,NA,6,1488,401,476,11,58,87,12,12,31,2,7.25,"Yes",15
2714,"donor20199","60000-79999","Yes",1,2,"MALE",1,389,226,283,29,65,129,12,12,37,9,9.214285714,"Yes",12
2715,"donor20206","40000-59999","Yes",1,4,"MALE",8,511,360,376,12,17,20,20,20,29,5,20,"No",0
2716,"donor20209","20000-39999","Yes",1,4,"MALE",8,911,480,528,7,29,60,20,10,32,8,15,"No",0
2717,"donor20211",NA,"Yes",1,5,"MALE",9,3869,818,864,2,99,510,125,125,34,12,63.75,"No",0
2718,"donor20212","80000-99999","Yes",1,4,"FEMALE",9,5672,1500,1150,2,35,150,50,50,37,0,50,"Yes",50
2719,"donor20217","80000-99999","Yes",1,4,NA,8,1419,392,411,15,45,64,11,0,20,1,5.818181818,"Yes",10
2720,"donor10661-18","20000-39999","Yes",1,7,"MALE",8,443,259,295,25,24,31,7,7,28,4,6.2,"Yes",10
2721,"donor20225","80000-99999","No",1,5,"MALE",NA,1099,312,396,11,72,158,11,5,18,14,7.9,"Yes",8
2722,"donor90836-84","80000-99999","Yes",1,4,"MALE",8,1084,352,430,6,55,104,11,5,28,3,6.117647059,"Yes",5
2723,"donor20249","60000-79999","Yes",1,6,"FEMALE",7,969,547,592,1,60,147,25,25,37,6,14.7,"Yes",25
2724,"donor20254","80000-99999","Yes",1,6,"MALE",8,3437,632,668,6,87,273,15,15,31,2,8.272727273,"No",0
2725,"donor20256","80000-99999",NA,1,4,"MALE",8,1701,406,408,13,40,85,10,10,NA,3,6.071428571,"Yes",6
2726,"donor20258","40000-59999",NA,1,4,"FEMALE",8,913,NA,404,16,52,138,15,5,17,10,7.666666667,"Yes",5
2727,"donor20265","60000-79999","No",1,2,"FEMALE",8,649,380,398,10,25,33,12,3,37,2,6.6,"Yes",6
2728,"donor20279","60000-79999","Yes",1,NA,"FEMALE",0,400,182,242,42,59,131,11,9,33,7,8.1875,"No",0
2729,"donor20280","20000-39999","Yes",1,5,"MALE",5,518,319,373,20,62,78,15,15,36,4,NA,"Yes",10
2730,"donor20281","80000-99999","Yes",1,3,"MALE",8,403,301,297,20,23,46,8,8,30,2,6.571428571,"No",0
2731,"donor20286","60000-79999","Yes",1,2,"FEMALE",5,508,312,291,16,54,109,11,8,31,18,6.055555556,"No",0
2732,"donor20288","80000-99999","Yes",1,5,"MALE",3,795,357,391,11,117,521,20,7,18,6,10.21568628,"No",0
2733,"donor20301","40000-59999","Yes",1,1,"MALE",8,459,342,375,7,25,28,7,4,30,6,4.666666667,"No",0
2734,"donor20305","40000-59999","Yes",1,NA,"MALE",8,353,248,269,21,25,39,11,8,31,6,7.8,"Yes",8
2735,"donor20307","60000-79999","Yes",1,7,"FEMALE",8,677,563,582,3,37,36,7,NA,29,8,5.142857143,"No",0
2736,"donor20312","40000-59999","No",1,2,"MALE",8,524,270,314,29,15,20,20,20,37,5,20,"No",0
2737,"donor20314","20000-39999","Yes",1,2,"FEMALE",1,526,226,294,41,50,163,15,15,28,10,12.53846154,"Yes",15
2738,"donor20317","80000-99999","Yes",1,6,"FEMALE",4,760,222,271,28,58,122,20,10,33,13,12.2,"Yes",20
2739,"donor20321","80000-99999","Yes",1,5,"MALE",6,1954,488,533,17,64,128,24,15,31,8,12.8,"Yes",10
2740,"donor20323","40000-59999",NA,1,4,"FEMALE",8,837,534,567,9,66,80,10,7,20,8,5.333333333,"Yes",5
2741,"donor20331","60000-79999","Yes",1,3,"FEMALE",4,NA,238,272,29,74,82,5,3,21,3,3.727272727,"Yes",5
2742,"donor20348","60000-79999","Yes",1,6,"MALE",8,984,438,469,5,20,20,15,15,30,7,10,"No",0
2743,"donor20350","20000-39999","No",1,3,"FEMALE",8,825,313,340,29,17,25,25,25,37,5,25,"No",0
2744,"donor20360","20000-39999","No",1,4,"MALE",8,735,342,388,12,35,40,10,10,31,9,6.666666667,"Yes",6
2745,"donor20370","80000-99999","No",1,3,"MALE",6,834,370,417,9,60,72,20,20,37,6,9,"No",0
2746,"donor20381","80000-99999","Yes",1,4,"MALE",8,1011,250,314,18,25,47,11,11,29,2,9.4,"No",0
2747,"donor20382","20000-39999","Yes",2,2,"MALE",8,695,374,434,3,22,29,15,15,30,6,9.666666667,"Yes",14
2748,"donor20383","40000-59999","No",1,2,"FEMALE",8,1229,291,361,23,34,51,10,10,35,6,8.5,"No",0
2749,"donor20385","80000-99999","Yes",1,5,"FEMALE",4,529,318,346,17,78,385,NA,11,33,2,13.27586207,"Yes",11
2750,"donor20388","60000-79999","Yes",1,2,"MALE",8,945,552,568,9,20,25,15,NA,29,NA,12.5,"No",0
2751,"donor20391","60000-79999","Yes",1,2,"MALE",8,246,NA,183,63,17,20,15,15,29,7,10,"No",0
2752,"donor20394","80000-99999","Yes",1,4,"MALE",8,1412,407,386,13,24,51,12,11,30,3,10.2,"Yes",10
2753,"donor20403","40000-59999","No",1,1,"MALE",8,630,306,328,15,27,69,12,12,29,4,9.857142857,"Yes",10
2754,"donor20409","80000-99999","Yes",1,6,"MALE",8,712,304,291,29,68,150,13,8,17,2,7.5,"Yes",8
2755,"donor20410","20000-39999","No",1,4,"MALE",8,432,240,284,19,NA,28,10,10,29,4,7,"Yes",10
