"term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"splint",0,0,0,0,0,0,0,0
"splinter",0,0,0,0,0,0,0,0
"split",0,0,0,0,0,0,0,0
"splitting",0,0,0,0,0,1,0,0
"splurge",0,0,0,0,0,0,0,0
"spoil",0,0,1,0,0,0,0,0
"spoiler",0,0,0,0,0,1,0,0
"spoiling",0,0,0,0,0,0,0,0
"spoke",0,0,0,0,0,0,0,0
"spoken",0,0,0,0,0,0,0,0
"spokesman",0,0,0,0,0,0,0,1
"sponge",0,0,0,0,0,0,0,0
"spongy",0,0,0,0,0,0,0,0
"sponsor",0,0,0,0,0,0,0,1
"sponsorship",0,0,0,0,0,0,0,0
"spoof",0,0,0,0,0,0,0,0
"spook",0,0,0,1,0,0,0,0
"spoon",0,0,0,0,0,0,0,0
"spoonful",0,0,0,0,0,0,0,0
"sporadic",0,0,0,0,0,0,0,0
"spore",0,0,0,0,0,0,0,0
"sport",0,0,0,0,0,0,0,0
"sporting",0,0,0,0,0,0,0,0
"sports",0,0,0,0,0,0,0,0
"sportsman",0,0,0,0,0,0,0,0
"spot",0,0,0,0,0,0,0,0
"spotless",0,0,0,0,0,0,0,1
"spotted",0,0,0,0,0,0,0,0
"spotty",0,0,0,0,0,0,0,0
"spousal",0,0,0,0,0,0,0,0
"spouse",0,0,0,0,1,0,0,1
"spout",0,0,0,0,0,0,0,0
"sprain",0,0,0,0,0,1,0,0
"sprawl",0,0,0,0,0,0,0,0
"spray",0,0,0,0,0,0,0,0
"spread",0,0,0,0,0,0,0,0
"spree",0,0,0,0,0,0,0,0
"sprinkling",0,0,0,0,0,0,0,0
"sprite",0,0,0,1,0,0,0,0
"sprout",0,0,0,0,0,0,0,0
"spruce",0,0,0,0,0,0,0,0
"spur",0,0,0,1,0,0,0,0
"spurious",0,0,1,0,0,0,0,0
"spurred",0,0,0,0,0,0,0,0
"spurt",0,0,0,0,0,0,0,0
"spy",0,0,0,0,0,0,0,0
"squad",0,0,0,0,0,0,0,0
"squadron",0,0,0,0,0,0,0,0
"squall",0,0,0,1,0,1,0,0
"squamous",0,0,0,0,0,0,0,0
"square",0,0,0,0,0,0,0,0
"squat",0,0,0,0,0,0,0,0
"squatter",0,0,0,0,0,0,0,0
"squeak",0,0,0,0,0,0,0,0
"squeal",0,0,0,0,0,0,0,0
"squeamish",0,0,1,1,0,0,0,0
"squeeze",0,0,0,0,0,0,0,0
"squeezing",0,0,0,0,0,0,0,0
"squelch",1,0,1,0,0,0,0,0
"squint",0,0,0,0,0,0,0,0
"squire",0,0,0,0,0,0,0,0
"squirm",0,0,1,0,0,0,0,0
"squirrel",0,0,0,0,0,0,0,0
"squirt",0,0,0,0,0,0,0,0
"stab",1,0,0,1,0,1,1,0
"stability",0,0,0,0,0,0,0,0
"stable",0,0,0,0,0,0,0,1
"staccato",0,0,0,0,0,0,0,0
"stack",0,0,0,0,0,0,0,0
"staff",0,0,0,0,0,0,0,0
"stag",0,0,0,0,0,0,0,0
"stage",0,0,0,0,0,0,0,0
"stagger",0,0,0,0,0,0,1,0
"staggering",0,0,0,0,0,0,0,0
"stagnant",0,0,0,0,0,1,0,0
"stagnation",0,0,0,0,0,0,0,0
"staid",0,0,0,0,0,0,0,0
"stain",0,0,1,0,0,0,0,0
"stainless",0,0,0,0,0,0,0,0
"stair",0,0,0,0,0,0,0,0
"staircase",0,0,0,0,0,0,0,0
"stairway",0,0,0,0,0,0,0,0
"stake",0,0,0,0,0,0,0,0
"stale",0,0,0,0,0,0,0,0
"stalemate",1,0,1,0,0,0,0,0
"stalk",0,0,0,1,0,0,0,0
"stall",0,0,1,0,0,0,0,0
"stallion",0,0,0,0,0,0,0,0
"stalls",0,0,0,0,0,0,0,0
"stalwart",0,0,0,0,0,0,0,0
"stamina",0,0,0,0,0,0,0,1
"stamp",0,0,0,0,0,0,0,0
"stand",0,0,0,0,0,0,0,0
"standard",0,0,0,0,0,0,0,0
"standardize",0,0,0,0,0,0,0,0
"standing",0,0,0,0,0,0,0,0
"standoff",1,0,0,1,0,0,0,0
"standpoint",0,0,0,0,0,0,0,0
"standstill",1,0,0,0,0,0,0,0
"stanza",0,0,0,0,0,0,0,0
"staple",0,0,0,0,0,0,0,0
"star",0,1,0,0,1,0,0,1
"starboard",0,0,0,0,0,0,0,0
"starch",0,0,0,0,0,0,0,0
"stare",0,0,0,0,0,0,0,0
"staring",0,0,0,0,0,0,0,0
"stark",0,0,0,0,0,0,0,1
"starlight",0,0,0,0,0,0,0,0
"starry",0,1,0,0,1,0,0,0
"stars",0,0,0,0,0,0,0,0
"start",0,1,0,0,0,0,0,0
"startle",0,0,0,1,0,0,1,0
"startling",0,0,0,0,0,0,1,0
"starvation",0,0,0,1,0,1,0,0
"starved",0,0,0,0,0,0,0,0
"starving",0,0,0,0,0,0,0,0
"state",0,0,0,0,0,0,0,0
"stately",0,0,0,0,0,0,0,0
"statement",0,0,0,0,0,0,0,1
"stateroom",0,0,0,0,0,0,0,0
"statesman",0,0,0,0,0,0,0,0
"static",0,0,0,0,0,0,0,0
"statics",0,0,0,0,0,0,0,0
"station",0,0,0,0,0,0,0,0
"stationary",0,0,0,0,0,0,0,0
"stationery",0,0,0,0,0,0,0,0
"statistical",0,0,0,0,0,0,0,1
"statistician",0,0,0,0,0,0,0,0
"stator",0,0,0,0,0,0,0,0
"statuary",0,0,0,0,0,0,0,0
"statue",0,0,0,0,0,0,0,0
"statuette",0,0,0,0,0,0,0,0
"stature",0,0,0,0,0,0,0,0
"status",0,0,0,0,0,0,0,0
"statute",0,0,0,0,0,0,0,0
"statutory",0,0,0,0,0,0,0,0
"staunch",0,0,0,0,0,0,0,0
"stave",0,0,0,0,0,0,0,0
"stay",0,0,0,0,0,0,0,0
"stayed",0,0,0,0,0,0,0,0
"stays",0,0,0,0,0,0,0,0
"stead",0,0,0,0,0,0,0,0
"steadfast",0,0,0,0,0,0,0,1
"steady",0,0,0,0,0,0,1,1
"steal",1,0,0,1,0,1,0,0
"stealing",0,0,1,1,0,0,0,0
"stealth",0,0,0,0,0,0,1,0
"stealthily",0,0,0,0,0,0,1,0
"stealthy",0,1,0,1,0,0,1,0
"steamboat",0,0,0,0,0,0,0,0
"steamer",0,0,0,0,0,0,0,0
"steamroller",0,0,0,0,0,0,0,0
"steamship",0,0,0,0,0,0,0,0
"steamy",0,0,0,0,0,0,0,0
"steel",0,0,0,0,0,0,0,0
"steep",0,0,0,0,0,0,0,0
"steeple",0,0,0,0,0,0,0,0
"steer",0,0,0,0,0,0,0,0
"stellar",0,0,0,0,0,0,0,0
"stem",0,0,0,0,0,0,0,0
"stench",0,0,0,0,0,0,0,0
"stencil",0,0,0,0,0,0,0,0
"step",0,0,0,0,0,0,0,0
"steppe",0,0,0,0,0,0,0,0
"steps",0,0,0,0,0,0,0,0
"stereoscopic",0,0,0,0,0,0,0,0
"stereotype",0,0,0,0,0,0,0,0
"stereotyped",0,0,0,0,0,0,0,0
"sterile",0,0,0,0,0,1,0,0
"sterility",0,0,0,0,0,0,0,0
"sterling",1,1,0,0,1,0,0,1
"stern",0,0,0,0,0,0,0,0
"stethoscope",0,0,0,0,0,0,0,0
"stew",0,0,0,0,0,0,0,0
"steward",0,0,0,0,0,0,0,1
"stewardship",0,0,0,0,0,0,0,0
"stick",0,0,0,0,0,0,0,0
"sticking",0,0,0,0,0,0,0,0
"sticky",0,0,1,0,0,0,0,0
"stiff",0,0,0,0,0,0,0,0
"stiffen",0,0,0,0,0,0,0,0
"stiffness",0,0,0,0,0,0,0,0
"stifle",0,0,0,0,0,0,0,0
"stifled",1,0,0,1,0,1,0,0
"stifling",0,0,0,0,0,0,0,0
"stigma",1,0,1,1,0,1,0,0
"stile",0,0,0,0,0,0,0,0
"stiletto",0,0,0,0,0,0,0,0
"stillborn",0,0,0,0,0,1,0,0
"stillness",0,0,0,1,0,1,0,0
"stilts",0,0,0,0,0,0,0,0
"stimulant",0,0,0,0,0,0,0,0
"stimulation",0,0,0,0,0,0,0,0
"stimulus",0,0,0,0,0,0,0,0
"sting",1,0,0,1,0,0,0,0
"stinging",0,0,0,0,0,0,0,0
"stingy",1,0,1,1,0,1,0,0
"stink",0,0,1,0,0,0,0,0
"stinking",0,0,1,0,0,0,0,0
"stint",0,0,0,1,0,1,0,0
"stipulate",0,0,0,0,0,0,0,0
"stipulation",0,0,0,0,0,0,0,0
"stir",0,0,0,0,0,0,0,0
"stirring",0,0,0,0,0,0,0,0
"stitch",0,0,0,0,0,0,0,0
"stock",0,0,0,0,0,0,0,0
"stockbroker",0,0,0,0,0,0,0,0
"stocking",0,0,0,0,0,0,0,0
"stocks",0,0,0,0,0,0,0,0
"stole",0,0,0,0,0,0,0,0
"stolen",1,0,0,0,0,0,0,0
"stomach",0,0,1,0,0,0,0,0
"stone",1,0,0,0,0,0,0,0
"stoned",0,0,0,0,0,0,0,0
"stoneware",0,0,0,0,0,0,0,0
"stony",0,0,0,0,0,0,0,0
"stool",0,0,0,0,0,0,0,0
"stools",0,0,1,0,0,0,0,0
"stoop",0,0,0,0,0,0,0,0
"stop",0,0,0,0,0,0,0,0
"stoppage",0,0,0,0,0,0,0,0
"stopper",0,0,0,0,0,0,0,0
"stopping",0,0,0,0,0,0,0,0
"stopwatch",0,0,0,0,0,0,0,0
"storage",0,0,0,0,0,0,0,0
"store",0,1,0,0,0,0,0,0
"storehouse",0,0,0,0,0,0,0,0
"storing",0,0,0,0,0,0,0,0
"storm",1,0,0,0,0,0,0,0
"storming",1,0,0,0,0,0,0,0
"stormy",0,0,0,1,0,0,0,0
"story",0,0,0,0,0,0,0,0
"stout",0,0,0,0,0,0,0,0
"stove",0,0,0,0,0,0,0,0
"stow",0,0,0,0,0,0,0,0
"straddle",0,0,0,0,0,0,0,0
"straight",0,0,0,0,0,0,0,0
"straighten",0,0,0,0,0,0,0,0
"straightforward",0,0,0,0,0,0,0,1
"straightway",0,0,0,0,0,0,0,0
"strained",1,0,0,0,0,0,0,0
"strait",0,0,0,0,0,0,0,0
"straits",0,0,0,1,0,0,0,0
"strand",0,0,0,0,0,0,0,0
"stranded",0,0,0,0,0,0,0,0
"stranger",0,0,0,1,0,0,0,0
"strangle",1,0,1,1,0,1,1,0
"strap",0,0,0,0,0,0,0,0
"strapping",0,0,0,0,0,0,0,0
"strata",0,0,0,0,0,0,0,0
"strategic",0,0,0,0,0,0,0,0
"strategist",0,1,0,0,0,0,0,1
"strategy",0,0,0,0,0,0,0,0
"stratification",0,0,0,0,0,0,0,0
"stratum",0,0,0,0,0,0,0,0
"stratus",0,0,0,0,0,0,0,0
"straw",0,0,0,0,0,0,0,0
"stray",0,0,0,0,0,0,0,0
"streak",0,0,0,0,0,0,0,0
"streaked",0,0,0,0,0,0,0,0
"stream",0,0,0,0,0,0,0,0
"streamer",0,0,0,0,0,0,0,0
"streaming",0,0,0,0,0,0,0,0
"street",0,0,0,0,0,0,0,0
"strength",0,0,0,0,0,0,0,1
"strengthen",0,0,0,0,0,0,0,0
"strengthening",0,0,0,0,1,0,0,1
"strenuous",0,0,0,0,0,0,0,0
"stress",0,0,0,0,0,0,0,0
"stretch",0,0,0,0,0,0,0,0
"stretcher",0,0,0,1,0,1,0,0
"stricken",0,0,0,0,0,1,0,0
"stride",0,0,0,0,0,0,0,0
"strife",1,0,0,0,0,0,0,0
"strike",1,0,0,0,0,0,0,0
"striking",0,0,0,0,0,0,0,0
"strikingly",0,0,0,0,0,0,0,0
"string",0,0,0,0,0,0,0,0
"stringy",0,0,0,0,0,0,0,0
"strip",0,0,0,0,0,1,0,0
"stripe",0,0,0,0,0,0,0,0
"stripped",1,1,1,1,0,1,0,0
"strive",0,1,0,0,0,0,0,0
"strobe",0,0,0,0,0,0,0,0
"stroke",0,0,0,1,0,1,0,0
"stroll",0,0,0,0,0,0,0,0
"stronghold",0,0,0,0,0,0,0,0
"strongly",0,0,0,0,0,0,0,0
"structural",0,0,0,0,0,0,0,1
"structure",0,0,0,0,0,0,0,1
"struggle",1,0,0,1,0,1,0,0
"strut",0,0,0,0,0,0,0,0
"stubble",0,0,0,0,0,0,0,0
"stubbornness",0,0,0,0,0,0,0,0
"stubby",0,0,0,0,0,0,0,0
"stucco",0,0,0,0,0,0,0,0
"stuck",0,0,0,0,0,0,0,0
"stud",0,0,0,0,0,0,0,0
"studded",0,0,0,0,0,0,0,0
"student",0,0,0,0,0,0,0,0
"studied",0,0,0,0,0,0,0,0
"studio",0,0,0,0,0,0,0,0
"study",0,0,0,0,0,0,0,0
"stuff",0,0,0,0,0,0,0,0
"stuffing",0,0,0,0,0,0,0,0
"stuffy",0,0,0,0,0,0,0,0
"stumble",0,0,0,0,0,0,0,0
"stump",0,0,0,0,0,0,0,0
"stunned",0,0,0,1,0,0,1,0
"stunt",0,0,0,0,0,0,0,0
"stunted",0,0,0,0,0,0,0,0
"stupendous",0,0,0,0,0,0,0,0
"stupid",0,0,0,0,0,0,0,0
"stupidity",0,0,0,0,0,0,0,0
"stupor",0,0,0,0,0,0,0,0
"sturdy",0,0,0,0,0,0,0,0
"sturgeon",0,0,0,0,0,0,0,0
"stutter",0,0,0,0,0,0,0,0
"sty",0,0,1,0,0,0,0,0
"style",0,0,0,0,0,0,0,0
"stylish",0,0,0,0,0,0,0,0
"subatomic",0,0,0,0,0,0,0,0
"subcommittee",0,0,0,0,0,0,0,0
"subconscious",0,0,0,0,0,0,0,0
"subcutaneous",0,0,0,0,0,0,0,0
"subdivide",0,0,0,0,0,0,0,0
"subdivision",0,0,0,0,0,0,0,0
"subduction",0,0,0,0,0,0,0,0
"subdue",0,0,0,0,0,0,0,0
"subdued",0,0,0,0,0,0,0,0
"subito",0,0,0,0,0,0,1,0
"subject",0,0,0,0,0,0,0,0
"subjected",0,0,0,0,0,1,0,0
"subjection",0,0,0,0,0,0,0,0
"subjective",0,0,0,0,0,0,0,0
"subjugation",1,0,1,1,0,1,0,0
"sublimation",0,0,0,0,1,0,0,0
"subliminal",0,0,0,0,0,0,0,0
"submarine",0,0,0,0,0,0,0,0
"submerged",0,0,0,0,0,0,0,0
"submersible",0,0,0,0,0,0,0,0
"submission",0,0,0,0,0,0,0,0
"submit",0,1,0,0,0,0,0,0
"subordinate",0,0,0,1,0,0,0,0
"subordination",0,0,0,0,0,0,0,0
"subplot",0,0,0,0,0,0,0,0
"subpoena",0,0,0,0,0,0,0,0
"subscribe",0,1,0,0,0,0,0,0
"subscription",0,0,0,0,0,0,0,0
"subsequence",0,0,0,0,0,0,0,0
"subsequent",0,0,0,0,0,0,0,0
"subsequently",0,0,0,0,0,0,0,0
"subset",0,0,0,0,0,0,0,0
"subside",0,0,0,0,0,0,0,0
"subsidence",0,0,0,0,0,1,0,0
"subsidiary",0,0,0,0,0,0,0,0
"subsidize",0,0,0,0,0,0,0,0
"subsidy",1,0,1,0,0,0,0,0
"subsist",0,0,0,0,0,0,0,0
"subsistence",0,0,0,0,0,0,0,0
"subsoil",0,0,0,0,0,0,0,0
"substance",0,0,0,0,0,0,0,0
"substantially",0,0,0,0,0,0,0,0
"substantiate",0,0,0,0,0,0,0,1
"substantive",0,0,0,0,0,0,0,0
"substitute",0,0,0,0,0,0,0,0
"substituted",0,0,0,0,0,0,0,0
"substitution",0,0,0,0,0,0,0,0
"substructure",0,0,0,0,0,0,0,0
"subterranean",0,0,0,0,0,0,0,0
"subtle",0,0,0,0,0,0,0,0
"subtlety",0,0,0,0,0,0,0,0
"subtract",0,0,0,0,0,0,0,0
"subtraction",0,0,0,0,0,0,0,0
"subtype",0,0,0,0,0,0,0,0
"suburb",0,0,0,0,0,0,0,0
"suburban",0,0,0,0,0,0,0,0
"suburbs",0,0,0,0,0,0,0,0
"subversion",1,0,0,1,0,0,0,0
"subversive",1,0,0,0,0,0,1,0
"subvert",0,0,1,1,0,1,0,0
"subway",0,0,0,0,0,0,0,0
"succeed",0,1,0,0,1,0,1,1
"succeeding",0,1,0,0,1,0,0,1
"success",0,1,0,0,1,0,0,0
"successful",0,1,0,0,1,0,0,1
"succession",0,0,0,0,0,0,0,0
"successive",0,0,0,0,0,0,0,0
"successor",0,0,0,0,0,0,0,0
"succinct",0,0,0,0,0,0,0,0
"succulent",0,0,0,0,0,0,0,0
"succumb",0,0,0,0,0,0,0,0
"suck",0,0,0,0,0,0,0,0
"sucker",1,0,0,0,0,0,0,0
"sucking",0,0,0,0,0,0,0,0
"suckling",0,0,0,0,0,0,0,0
"suction",0,0,0,0,0,0,0,0
"sudden",0,0,0,0,0,0,1,0
"suddenly",0,0,0,0,0,0,1,0
"sue",1,0,0,0,0,1,0,0
"suffer",0,0,0,0,0,0,0,0
"sufferer",0,0,0,1,0,1,0,0
"suffering",0,0,1,1,0,1,0,0
"suffice",0,0,0,0,0,0,0,0
"sufficiency",0,0,0,0,0,0,0,0
"sufficient",0,0,0,0,0,0,0,0
"sufficiently",0,0,0,0,0,0,0,0
"suffix",0,0,0,0,0,0,0,0
"suffocating",0,0,1,1,0,1,0,0
"suffocation",1,0,0,1,0,0,0,0
"sugar",0,0,0,0,0,0,0,0
"suggest",0,0,0,0,0,0,0,1
"suggestion",0,0,0,0,0,0,0,0
"suggestive",0,0,0,0,0,0,0,0
"suicidal",1,0,1,1,0,1,0,0
"suicide",1,0,0,1,0,1,0,0
"suit",0,0,0,0,0,0,0,0
"suitable",0,0,0,0,0,0,0,0
"suite",0,0,0,0,0,0,0,0
"suitor",0,0,0,0,0,0,0,0
"sullen",1,0,0,0,0,1,0,0
"sulphur",0,0,0,0,0,0,0,0
"sultan",0,0,0,1,0,0,0,0
"sultry",0,0,0,0,0,0,0,0
"sum",0,0,0,0,0,0,0,0
"summarily",0,0,0,0,0,0,0,0
"summarize",0,0,0,0,0,0,0,0
"summary",0,0,0,0,0,0,0,0
"summation",0,0,0,0,0,0,0,0
"summer",0,0,0,0,0,0,0,0
"summit",0,0,0,0,0,0,0,0
"summon",0,0,0,0,0,0,0,0
"summons",0,0,0,0,0,0,0,0
"sumo",0,0,0,0,0,0,0,0
"sump",0,0,1,0,0,0,0,0
"sumptuous",0,0,0,0,0,0,0,0
"sun",0,1,0,0,1,0,1,1
"sunbeam",0,0,0,0,0,0,0,0
"sundial",0,1,0,0,0,0,0,1
"sundown",0,0,0,0,0,0,0,0
"sundry",0,0,0,0,0,0,0,0
"sunglass",0,0,0,0,0,0,0,0
"sunglasses",0,0,0,0,0,0,0,0
"sunk",0,0,1,1,0,1,0,0
"sunless",0,0,0,0,0,0,0,0
"sunlight",0,0,0,0,0,0,0,0
"sunny",0,1,0,0,1,0,1,0
"sunrise",0,0,0,0,0,0,0,0
"sunset",0,1,0,0,0,0,0,0
"sunshine",0,0,0,0,1,0,0,0
"superannuation",0,0,0,0,0,0,0,0
"superb",0,0,0,0,0,0,0,0
"superficial",0,0,0,0,0,0,0,0
"superfluous",0,0,0,0,0,0,0,0
"superhuman",0,0,0,0,0,0,0,0
"superimposed",0,0,0,0,0,0,0,0
"superintendent",0,0,0,0,0,0,0,0
"superior",0,0,0,0,0,0,0,0
"superiority",0,0,0,0,0,0,0,0
"superlative",0,0,0,0,0,0,0,0
"superman",0,0,0,0,1,0,0,1
"supermarket",0,0,0,0,0,0,0,0
"supernatant",0,0,0,0,0,0,0,0
"supernatural",0,0,0,0,0,0,0,0
"superposition",0,0,0,0,0,0,0,0
"supersede",0,0,0,0,0,0,0,0
"superstar",0,0,0,0,1,0,0,1
"superstition",0,0,0,1,0,0,0,0
"superstitious",0,1,0,1,0,0,0,0
"supervise",0,0,0,0,0,0,0,0
"supervision",0,0,0,0,0,0,0,0
"supervisor",0,0,0,0,0,0,0,0
"supper",0,0,0,0,0,0,0,0
"supplant",0,0,0,0,0,0,0,0
"supple",0,0,0,0,0,0,0,0
"supplement",0,0,0,0,0,0,0,0
"supplemental",0,0,0,0,0,0,0,0
"supplementary",0,0,0,0,0,0,0,0
"supplication",0,0,0,0,0,0,0,1
"supplies",0,0,0,0,0,0,0,0
"supply",0,0,0,0,0,0,0,0
"supported",0,0,0,0,0,0,0,0
"supporter",0,0,0,0,1,0,0,1
"supporters",0,0,0,0,0,0,0,0
"supporting",0,0,0,0,0,0,0,1
"suppose",0,0,0,0,0,0,0,0
"supposing",0,0,0,0,0,0,0,0
"supposition",0,0,0,0,0,0,0,0
"suppress",1,0,0,1,0,1,0,0
"suppression",1,0,1,1,0,0,0,0
"supremacy",1,1,0,1,1,0,1,1
"supreme",0,0,0,0,0,0,0,0
"supremely",0,0,0,0,0,0,0,0
"surcharge",1,0,0,0,0,0,0,0
"surety",0,0,0,0,0,0,0,1
"surf",0,0,0,0,0,0,0,0
"surface",0,0,0,0,0,0,0,0
"surge",0,0,0,0,0,0,1,0
"surgeon",0,0,0,0,0,0,0,0
"surgery",0,0,0,1,0,1,0,0
"surly",1,0,1,0,0,0,0,0
"surmise",0,0,0,0,0,0,0,0
"surname",0,0,0,0,0,0,0,0
"surpassing",0,0,0,0,0,0,0,0
"surplus",0,0,0,0,0,0,0,0
"surprise",0,0,0,1,1,0,1,0
"surprised",0,0,0,0,0,0,1,0
"surprising",0,0,0,0,0,0,1,0
"surprisingly",0,1,0,0,0,0,1,0
"surrender",0,0,0,1,0,1,0,0
"surrendering",0,0,0,0,0,1,0,0
"surrogate",0,0,0,0,0,0,0,1
"surround",0,1,0,0,0,0,0,0
"surrounding",0,0,0,0,0,0,0,0
"surroundings",0,0,0,0,0,0,0,0
"surveillance",0,0,0,1,0,0,0,0
"survey",0,0,0,0,0,0,0,0
"surveying",0,0,0,0,0,0,0,0
"surveyor",0,0,0,0,0,0,0,0
"survival",0,0,0,0,0,0,0,0
"survive",0,0,0,0,0,0,0,0
"surviving",0,0,0,0,0,0,0,0
"susceptibility",0,0,0,0,0,0,0,0
"susceptible",0,0,0,0,0,0,0,0
"suspect",0,0,0,1,0,0,0,0
"suspected",0,0,0,0,0,0,0,0
"suspend",0,0,0,0,0,0,0,0
"suspended",0,0,0,0,0,0,0,0
"suspenders",0,0,0,0,0,0,0,0
"suspense",0,1,0,1,0,0,1,0
"suspension",0,0,0,1,0,0,0,0
"suspicion",0,0,0,1,0,0,0,0
"suspicions",0,0,0,0,0,0,0,0
"suspicious",1,1,0,0,0,0,0,0
"sustained",0,0,0,0,0,0,0,0
"sustenance",0,0,0,0,0,0,0,0
"suture",0,0,0,0,0,0,0,0
"swab",0,0,0,0,0,0,0,0
"swag",0,0,0,0,0,0,0,0
"swagger",0,0,0,0,0,0,0,0
"swallow",0,0,0,0,0,0,0,0
"swamp",0,0,1,1,0,0,0,0
"swamped",0,0,0,0,0,0,0,0
"swampy",0,0,1,1,0,0,0,0
"swan",0,0,0,0,0,0,0,0
"swap",0,0,0,0,0,0,0,0
"swarm",0,0,1,0,0,0,0,0
"swarming",0,0,0,0,0,0,0,0
"swastika",1,0,0,1,0,0,0,0
"sway",0,0,0,0,0,0,0,0
"swear",0,0,0,0,0,0,0,1
"swearing",0,0,0,0,0,0,0,0
"sweat",0,0,0,1,0,0,0,0
"sweater",0,0,0,0,0,0,0,0
"sweating",0,0,0,0,0,0,0,0
"sweep",0,0,0,0,0,0,0,0
"sweeping",0,0,0,0,0,0,0,0
"sweet",0,1,0,0,1,0,1,1
"sweeten",0,0,0,0,0,0,0,0
"sweetened",0,0,0,0,0,0,0,0
"sweetener",0,0,0,0,0,0,0,0
"sweetheart",0,1,0,0,1,1,0,1
"sweetie",0,0,0,0,0,0,0,0
"sweetness",0,0,0,0,0,0,0,0
"sweets",0,1,0,0,1,0,0,0
"swell",0,0,0,0,0,0,0,0
"swelling",0,0,0,1,0,0,0,0
"sweltering",0,0,0,0,0,0,0,0
"swerve",0,0,0,1,0,0,1,0
"swift",0,0,0,0,0,0,0,0
"swiftly",0,0,0,0,0,0,0,0
"swig",0,0,1,0,0,0,0,0
"swim",0,1,0,1,1,0,0,0
"swimming",0,0,0,0,0,0,0,0
"swine",0,0,1,0,0,0,0,0
"swing",0,0,0,0,0,0,0,0
"swinging",0,0,0,0,0,0,0,0
"swish",0,0,0,0,0,0,0,0
"switch",0,0,0,0,0,0,0,0
"swivel",0,0,0,0,0,0,0,0
"swollen",0,0,0,0,0,0,0,0
"swoon",0,0,0,0,0,0,0,0
"swoop",0,0,0,0,0,0,0,0
"sword",0,0,0,0,0,0,0,0
"syllable",0,0,0,0,0,0,0,0
"syllabus",0,0,0,0,0,0,0,0
"symbol",0,0,0,0,0,0,0,0
"symbolic",0,0,0,0,0,0,0,0
"symbolically",0,0,0,0,0,0,0,0
"symbolism",0,0,0,0,0,0,0,0
"symbolize",0,0,0,0,0,0,0,0
"symmetric",0,0,0,0,0,0,0,0
"symmetrical",0,0,0,0,0,0,0,0
"symmetry",0,0,0,0,1,0,0,1
"sympathetic",0,0,0,1,1,1,0,1
"sympathize",0,0,0,0,0,1,0,0
"sympathy",0,0,0,0,0,1,0,0
"symphony",0,1,0,0,1,0,0,0
"symptom",0,0,0,0,0,0,0,0
"symptomatic",0,0,0,0,0,0,0,0
"synagogue",0,0,0,0,0,0,0,0
"synchronize",0,1,0,0,1,0,1,1
"synchronous",0,0,0,0,0,0,0,0
"syncope",0,0,0,1,0,1,1,0
"syndicate",0,0,0,0,0,0,0,0
"synergistic",0,0,0,0,0,0,0,1
"synergy",0,0,0,0,0,0,0,0
"synod",0,0,0,0,0,0,0,1
"synonym",0,0,0,0,0,0,0,0
"synonymous",0,0,0,1,0,0,0,1
"synopsis",0,0,0,0,0,0,0,0
"synoptic",0,0,0,0,0,0,0,0
"syntax",0,0,0,0,0,0,0,0
"synthesis",0,0,0,0,0,0,0,0
"synthetic",0,0,0,0,0,0,0,0
"syringe",0,0,0,1,0,0,0,0
"syrup",0,0,0,0,0,0,0,0
"system",0,0,0,0,0,0,0,1
"systematic",0,0,0,0,0,0,0,0
"systematically",0,0,0,0,0,0,0,0
"tabby",0,0,0,0,0,0,0,0
"tabernacle",0,0,0,0,0,0,0,0
"table",0,0,0,0,0,0,0,0
"tableau",0,0,0,0,0,0,0,0
"tablespoon",0,0,0,0,0,0,0,0
"tablet",0,0,0,0,0,0,0,0
"tableware",0,0,0,0,0,0,0,0
"taboo",0,0,1,1,0,0,0,0
"tabular",0,0,0,0,0,0,0,0
"tabulate",0,1,0,0,0,0,0,0
"tabulation",0,0,0,0,0,0,0,0
"tachometer",0,0,0,0,0,0,0,0
"tacit",0,0,0,0,0,0,0,0
"tack",0,0,0,0,0,0,0,0
"tackle",1,0,0,0,0,0,1,0
"tackling",0,0,0,0,0,0,0,0
"tacky",0,0,0,0,0,0,0,0
"tact",0,0,0,0,0,0,0,0
"tactics",0,0,0,1,0,0,0,1
"tactile",0,0,0,0,0,0,0,0
"taffeta",0,0,0,0,0,0,0,0
"taffy",0,0,0,0,0,0,0,0
"tag",0,0,0,0,0,0,0,0
"tail",0,0,0,0,0,0,0,0
"tailed",0,0,0,0,0,0,0,0
"tailings",0,0,0,0,0,0,0,0
"tailor",0,0,0,0,0,0,0,0
"tailoring",0,0,0,0,0,0,0,0
"taint",0,0,0,0,0,1,0,0
"taker",0,0,0,0,0,0,0,0
"tale",0,0,0,0,0,0,0,0
"talent",0,0,0,0,0,0,0,0
"talented",0,0,0,0,0,0,0,0
"talisman",0,0,0,0,0,0,0,0
"talk",0,0,0,0,0,0,0,0
"talkative",0,0,0,0,0,0,0,0
"talker",0,0,0,0,0,0,0,0
"tall",0,0,0,0,0,0,0,0
"tallies",0,0,0,0,0,0,0,0
"tallow",0,0,0,0,0,0,0,0
"tally",0,0,0,0,0,0,0,0
"talons",1,0,0,1,0,0,0,0
"tambourine",0,0,0,0,0,0,0,0
"taming",0,0,0,0,0,0,0,0
"tan",0,0,0,0,0,0,0,0
"tandem",0,0,0,0,0,0,0,1
